# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
MEF2C-AS2	ENSG00000245864.6	lncRNA	ENSMUSG00000097265.4	lncRNA	one-to-one	GENCODE.v47vsM36
PLSCR5-AS1	ENSG00000241457.1	lncRNA	ENSMUSG00000120249.2	lncRNA	one-to-one	GENCODE.v47vsM36
FAM83C-AS1	ENSG00000235214.2	lncRNA	ENSMUSG00000086754.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00612	ENSG00000214851.6	lncRNA	ENSMUSG00000121497.2	lncRNA	many-to-many	GENCODE.v47vsM36
LOXL2-AS1	ENSG00000253837.1	lncRNA	ENSMUSG00000098975.9	lncRNA	one-to-many	GENCODE.v47vsM36
BCDIN3D-AS1	ENSG00000258057.7	lncRNA	ENSMUSG00000143810.1	lncRNA	one-to-one	GENCODE.v47vsM36
WTAPP1	ENSG00000293047.2	lncRNA	ENSMUSG00000124963.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01896	ENSG00000263146.4	lncRNA	ENSMUSG00000098720.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02513	ENSG00000248227.2	lncRNA	ENSMUSG00000129223.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00661	ENSG00000205396.12	lncRNA	ENSMUSG00000133119.1	lncRNA	many-to-many	GENCODE.v47vsM36
FGF12-AS2	ENSG00000230126.1	lncRNA	ENSMUSG00000128222.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02142	ENSG00000223597.4	lncRNA	ENSMUSG00000140541.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000217576	ENSG00000217576.8	lncRNA	ENSMUSG00000110129.2	lncRNA	many-to-many	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000132358.1	lncRNA	one-to-many	GENCODE.v47vsM36
RRN3P2	ENSG00000103472.11	lncRNA	ENSMUSG00000112766.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225057	ENSG00000225057.3	lncRNA	ENSMUSG00000125517.1	lncRNA	many-to-many	GENCODE.v47vsM36
OTX2-AS1	ENSG00000248550.5	lncRNA	ENSMUSG00000098682.11	lncRNA	one-to-one	GENCODE.v47vsM36
AQP4-AS1	ENSG00000260372.8	lncRNA	ENSMUSG00000117613.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01347	ENSG00000291217.2	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01707	ENSG00000223883.3	lncRNA	ENSMUSG00000131234.1	lncRNA	one-to-one	GENCODE.v47vsM36
TEX41	ENSG00000226674.12	lncRNA	ENSMUSG00000100135.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01498	ENSG00000247213.8	lncRNA	ENSMUSG00000042184.13	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000280426	ENSG00000280426.1	lncRNA	ENSMUSG00000092183.3	lncRNA	one-to-one	GENCODE.v47vsM36
EPIST	ENSG00000249082.3	lncRNA	ENSMUSG00000100096.2	lncRNA	one-to-many	GENCODE.v47vsM36
TEX41	ENSG00000226674.12	lncRNA	ENSMUSG00000129378.1	lncRNA	many-to-many	GENCODE.v47vsM36
SPATA3-AS1	ENSG00000238062.7	lncRNA	ENSMUSG00000122101.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000121670.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000110554.4	lncRNA	many-to-many	GENCODE.v47vsM36
CLLU1	ENSG00000257127.6	lncRNA	ENSMUSG00000126364.1	lncRNA	one-to-one	GENCODE.v47vsM36
CCDC144NL-AS1	ENSG00000233098.11	lncRNA	ENSMUSG00000139643.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00987	ENSG00000237248.7	lncRNA	ENSMUSG00000124246.1	lncRNA	one-to-many	GENCODE.v47vsM36
RNF157-AS1	ENSG00000267128.3	lncRNA	ENSMUSG00000124059.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02177	ENSG00000261617.3	lncRNA	ENSMUSG00000133742.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01311	ENSG00000260924.4	lncRNA	ENSMUSG00000103149.3	lncRNA	one-to-many	GENCODE.v47vsM36
TOB1-AS1	ENSG00000229980.6	lncRNA	ENSMUSG00000124685.1	lncRNA	many-to-many	GENCODE.v47vsM36
MMP25-AS1	ENSG00000261971.10	lncRNA	ENSMUSG00000138739.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000121098.2	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG29	ENSG00000175061.21	lncRNA	ENSMUSG00000086841.4	lncRNA	many-to-many	GENCODE.v47vsM36
MIR137HG	ENSG00000225206.13	lncRNA	ENSMUSG00000104178.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000280160	ENSG00000280160.1	lncRNA	ENSMUSG00000143106.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01752	ENSG00000224961.4	lncRNA	ENSMUSG00000099683.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01250	ENSG00000234423.3	lncRNA	ENSMUSG00000120379.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00607	ENSG00000235770.7	lncRNA	ENSMUSG00000115454.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279152	ENSG00000279152.1	lncRNA	ENSMUSG00000072809.4	lncRNA	one-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000139098.1	lncRNA	many-to-many	GENCODE.v47vsM36
CSPG4P2Y	ENSG00000244231.1	lncRNA	ENSMUSG00000136663.1	lncRNA	many-to-many	GENCODE.v47vsM36
SVIL-AS1	ENSG00000291093.2	lncRNA	ENSMUSG00000085970.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000127584.1	lncRNA	one-to-many	GENCODE.v47vsM36
OLMALINC	ENSG00000235823.6	lncRNA	ENSMUSG00000117796.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00379	ENSG00000229557.2	lncRNA	ENSMUSG00000115372.3	lncRNA	one-to-one	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000137336.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000086358.5	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01479	ENSG00000255772.6	lncRNA	ENSMUSG00000112230.5	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01322	ENSG00000244128.10	lncRNA	ENSMUSG00000102820.3	lncRNA	one-to-many	GENCODE.v47vsM36
HOXA-AS2	ENSG00000253552.8	lncRNA	ENSMUSG00000101451.2	lncRNA	many-to-many	GENCODE.v47vsM36
LMLN-AS1	ENSG00000232832.2	lncRNA	ENSMUSG00000110554.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279019	ENSG00000279019.1	lncRNA	ENSMUSG00000124188.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01270	ENSG00000203999.11	lncRNA	ENSMUSG00000087624.3	lncRNA	many-to-many	GENCODE.v47vsM36
USP3-AS1	ENSG00000259248.8	lncRNA	ENSMUSG00000133306.1	lncRNA	one-to-one	GENCODE.v47vsM36
MIR497HG	ENSG00000267532.7	lncRNA	ENSMUSG00000134819.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000120962.1	lncRNA	many-to-many	GENCODE.v47vsM36
FAM66A	ENSG00000227888.5	lncRNA	ENSMUSG00000124377.1	lncRNA	many-to-many	GENCODE.v47vsM36
PCAT18	ENSG00000265369.4	lncRNA	ENSMUSG00000117404.2	lncRNA	one-to-one	GENCODE.v47vsM36
PAX8-AS1	ENSG00000189223.16	lncRNA	ENSMUSG00000085057.9	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01505	ENSG00000234323.11	lncRNA	ENSMUSG00000086371.2	lncRNA	one-to-many	GENCODE.v47vsM36
IFNG-AS1	ENSG00000255733.7	lncRNA	ENSMUSG00000112230.5	lncRNA	one-to-many	GENCODE.v47vsM36
BAALC-AS1	ENSG00000247081.9	lncRNA	ENSMUSG00000097875.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000231881	ENSG00000231881.3	lncRNA	ENSMUSG00000135801.1	lncRNA	one-to-many	GENCODE.v47vsM36
DIRC3	ENSG00000231672.9	lncRNA	ENSMUSG00000101344.3	lncRNA	one-to-many	GENCODE.v47vsM36
RHPN1-AS1	ENSG00000254389.4	lncRNA	ENSMUSG00000135023.1	lncRNA	one-to-one	GENCODE.v47vsM36
LEF1-AS1	ENSG00000232021.10	lncRNA	ENSMUSG00000130906.1	lncRNA	one-to-many	GENCODE.v47vsM36
TMC3-AS1	ENSG00000259343.10	lncRNA	ENSMUSG00000094841.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000266981	ENSG00000266981.1	lncRNA	ENSMUSG00000134819.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000130651.1	lncRNA	many-to-many	GENCODE.v47vsM36
HCG11	ENSG00000228223.4	lncRNA	ENSMUSG00000104222.3	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000123629.1	lncRNA	many-to-many	GENCODE.v47vsM36
GRIK1-AS1	ENSG00000174680.10	lncRNA	ENSMUSG00000139183.1	lncRNA	one-to-one	GENCODE.v47vsM36
SNHG21	ENSG00000250988.9	lncRNA	ENSMUSG00000097277.10	lncRNA	one-to-many	GENCODE.v47vsM36
MIR497HG	ENSG00000267532.7	lncRNA	ENSMUSG00000135539.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01811	ENSG00000226320.7	lncRNA	ENSMUSG00000111235.2	lncRNA	one-to-one	GENCODE.v47vsM36
COPB2-DT	ENSG00000248932.9	lncRNA	ENSMUSG00000126442.1	lncRNA	many-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000134509.1	lncRNA	many-to-many	GENCODE.v47vsM36
MYB-AS1	ENSG00000236703.1	lncRNA	ENSMUSG00000097923.3	lncRNA	one-to-one	GENCODE.v47vsM36
SNHG6	ENSG00000245910.10	lncRNA	ENSMUSG00000098234.10	lncRNA	many-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000084951.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000280323	ENSG00000280323.1	lncRNA	ENSMUSG00000123567.1	lncRNA	one-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000121623.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01495	ENSG00000255323.7	lncRNA	ENSMUSG00000102124.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINP1	ENSG00000223784.3	lncRNA	ENSMUSG00000124406.1	lncRNA	many-to-many	GENCODE.v47vsM36
HNRNPKP3	ENSG00000293312.2	lncRNA	ENSMUSG00000139583.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01589	ENSG00000238120.3	lncRNA	ENSMUSG00000142768.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02018	ENSG00000272690.7	lncRNA	ENSMUSG00000134133.1	lncRNA	many-to-many	GENCODE.v47vsM36
NAMA	ENSG00000271086.8	lncRNA	ENSMUSG00000132842.1	lncRNA	one-to-many	GENCODE.v47vsM36
MNX1-AS1	ENSG00000243479.4	lncRNA	ENSMUSG00000133936.1	lncRNA	many-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
TRIM52-AS1	ENSG00000248275.5	lncRNA	ENSMUSG00000136814.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
THUMPD3-AS1	ENSG00000206573.12	lncRNA	ENSMUSG00000086429.12	lncRNA	one-to-one	GENCODE.v47vsM36
MIR4307HG	ENSG00000257612.3	lncRNA	ENSMUSG00000104308.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00616	ENSG00000248307.7	lncRNA	ENSMUSG00000126398.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01182	ENSG00000250634.8	lncRNA	ENSMUSG00000122969.1	lncRNA	one-to-many	GENCODE.v47vsM36
TIPARP-AS1	ENSG00000243926.4	lncRNA	ENSMUSG00000143217.1	lncRNA	one-to-many	GENCODE.v47vsM36
LNC-LBCS	ENSG00000228412.10	lncRNA	ENSMUSG00000047324.7	lncRNA	many-to-many	GENCODE.v47vsM36
WT1-AS	ENSG00000183242.14	lncRNA	ENSMUSG00000074987.12	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01315	ENSG00000229891.5	lncRNA	ENSMUSG00000100552.3	lncRNA	one-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000129728.1	lncRNA	many-to-many	GENCODE.v47vsM36
CES1P1	ENSG00000291109.2	lncRNA	ENSMUSG00000141557.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000231881	ENSG00000231881.3	lncRNA	ENSMUSG00000135857.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00115	ENSG00000225880.7	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01133	ENSG00000224259.10	lncRNA	ENSMUSG00000102278.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000265408	ENSG00000265408.1	lncRNA	ENSMUSG00000141568.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR124-2HG	ENSG00000254377.9	lncRNA	ENSMUSG00000100252.9	lncRNA	many-to-many	GENCODE.v47vsM36
DIO3OS	ENSG00000258498.11	lncRNA	ENSMUSG00000113581.4	lncRNA	many-to-many	GENCODE.v47vsM36
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.7	lncRNA	ENSMUSG00000112832.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01471	ENSG00000239921.7	lncRNA	ENSMUSG00000125259.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02498	ENSG00000283083.3	lncRNA	ENSMUSG00000131591.1	lncRNA	one-to-many	GENCODE.v47vsM36
HLA-F-AS1	ENSG00000214922.10	lncRNA	ENSMUSG00000142169.1	lncRNA	many-to-many	GENCODE.v47vsM36
TRIM52-AS1	ENSG00000248275.5	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
EP300-AS1	ENSG00000231993.3	lncRNA	ENSMUSG00000143537.1	lncRNA	many-to-many	GENCODE.v47vsM36
NR2F2-AS1	ENSG00000247809.12	lncRNA	ENSMUSG00000100005.10	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00398	ENSG00000237879.3	lncRNA	ENSMUSG00000107314.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279430	ENSG00000279430.1	lncRNA	ENSMUSG00000133766.1	lncRNA	one-to-many	GENCODE.v47vsM36
ZEB1-AS1	ENSG00000237036.8	lncRNA	ENSMUSG00000063087.17	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000278356	ENSG00000278356.1	lncRNA	ENSMUSG00000121641.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01255	ENSG00000267252.7	lncRNA	ENSMUSG00000126274.1	lncRNA	one-to-one	GENCODE.v47vsM36
NKX2-2-AS1	ENSG00000258197.2	lncRNA	ENSMUSG00000086509.4	lncRNA	many-to-many	GENCODE.v47vsM36
NPY6R	ENSG00000293504.2	lncRNA	ENSMUSG00000117919.4	lncRNA	one-to-many	GENCODE.v47vsM36
FAM85B	ENSG00000253893.3	lncRNA	ENSMUSG00000087168.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000120962.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000086358.5	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000102095.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00607	ENSG00000235770.7	lncRNA	ENSMUSG00000101848.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01087	ENSG00000224559.2	lncRNA	ENSMUSG00000075395.13	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279086	ENSG00000279086.1	lncRNA	ENSMUSG00000084772.3	lncRNA	one-to-many	GENCODE.v47vsM36
MEG3	ENSG00000214548.19	lncRNA	ENSMUSG00000021268.20	lncRNA	one-to-many	GENCODE.v47vsM36
MNX1-AS1	ENSG00000243479.4	lncRNA	ENSMUSG00000059706.6	lncRNA	many-to-many	GENCODE.v47vsM36
CASC15	ENSG00000272168.11	lncRNA	ENSMUSG00000085936.10	lncRNA	one-to-many	GENCODE.v47vsM36
PKN2-AS1	ENSG00000237505.9	lncRNA	ENSMUSG00000105324.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000244550	ENSG00000244550.2	lncRNA	ENSMUSG00000106583.3	lncRNA	many-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000142887.1	lncRNA	many-to-many	GENCODE.v47vsM36
SLEAR	ENSG00000248599.2	lncRNA	ENSMUSG00000115333.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01725	ENSG00000233008.9	lncRNA	ENSMUSG00000103334.3	lncRNA	one-to-many	GENCODE.v47vsM36
MIR34AHG	ENSG00000228526.9	lncRNA	ENSMUSG00000142419.1	lncRNA	many-to-many	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000130184.1	lncRNA	one-to-many	GENCODE.v47vsM36
COPB2-DT	ENSG00000248932.9	lncRNA	ENSMUSG00000122222.1	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000131934.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR29B2CHG	ENSG00000203709.15	lncRNA	ENSMUSG00000096929.10	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00115	ENSG00000225880.7	lncRNA	ENSMUSG00000099690.2	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG7	ENSG00000233016.10	lncRNA	ENSMUSG00000120369.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000116610.4	lncRNA	many-to-many	GENCODE.v47vsM36
TUB-AS1	ENSG00000248332.6	lncRNA	ENSMUSG00000132074.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01923	ENSG00000236653.4	lncRNA	ENSMUSG00000102491.2	lncRNA	one-to-one	GENCODE.v47vsM36
HCG11	ENSG00000228223.4	lncRNA	ENSMUSG00000138375.1	lncRNA	many-to-many	GENCODE.v47vsM36
FOXCUT	ENSG00000280916.5	lncRNA	ENSMUSG00000086144.4	lncRNA	one-to-one	GENCODE.v47vsM36
TEX41	ENSG00000226674.12	lncRNA	ENSMUSG00000132922.1	lncRNA	many-to-many	GENCODE.v47vsM36
HCG11	ENSG00000228223.4	lncRNA	ENSMUSG00000102869.5	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000130357.1	lncRNA	many-to-many	GENCODE.v47vsM36
LIPE-AS1	ENSG00000213904.12	lncRNA	ENSMUSG00000121341.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000278893	ENSG00000278893.1	lncRNA	ENSMUSG00000144212.1	lncRNA	many-to-many	GENCODE.v47vsM36
AQP4-AS1	ENSG00000260372.8	lncRNA	ENSMUSG00000117541.3	lncRNA	one-to-many	GENCODE.v47vsM36
PKN2-AS1	ENSG00000237505.9	lncRNA	ENSMUSG00000103816.2	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG3	ENSG00000242125.3	lncRNA	ENSMUSG00000085241.8	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00482	ENSG00000185168.8	lncRNA	ENSMUSG00000142728.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC-PINT	ENSG00000231721.9	lncRNA	ENSMUSG00000097998.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01088	ENSG00000249307.9	lncRNA	ENSMUSG00000104717.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00632	ENSG00000203930.15	lncRNA	ENSMUSG00000071753.16	lncRNA	many-to-many	GENCODE.v47vsM36
FAM83C-AS1	ENSG00000235214.2	lncRNA	ENSMUSG00000102762.3	lncRNA	many-to-many	GENCODE.v47vsM36
SP2-AS1	ENSG00000234494.9	lncRNA	ENSMUSG00000137966.1	lncRNA	one-to-many	GENCODE.v47vsM36
MIR4422HG	ENSG00000231090.2	lncRNA	ENSMUSG00000104192.2	lncRNA	one-to-many	GENCODE.v47vsM36
SAMMSON	ENSG00000240405.8	lncRNA	ENSMUSG00000121018.2	lncRNA	many-to-many	GENCODE.v47vsM36
MNX1-AS1	ENSG00000243479.4	lncRNA	ENSMUSG00000128808.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02381	ENSG00000250742.7	lncRNA	ENSMUSG00000138963.1	lncRNA	one-to-many	GENCODE.v47vsM36
HAGLR	ENSG00000224189.9	lncRNA	ENSMUSG00000075277.7	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00570	ENSG00000224177.9	lncRNA	ENSMUSG00000131018.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000275210	ENSG00000275210.1	lncRNA	ENSMUSG00000108613.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279315	ENSG00000279315.1	lncRNA	ENSMUSG00000126989.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01203	ENSG00000226985.8	lncRNA	ENSMUSG00000133418.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01087	ENSG00000224559.2	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000123629.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01954	ENSG00000271952.4	lncRNA	ENSMUSG00000137989.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02332	ENSG00000259054.2	lncRNA	ENSMUSG00000130769.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279302	ENSG00000279302.3	lncRNA	ENSMUSG00000143296.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01087	ENSG00000224559.2	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000280161	ENSG00000280161.1	lncRNA	ENSMUSG00000120017.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01359	ENSG00000226891.10	lncRNA	ENSMUSG00000086782.5	lncRNA	many-to-many	GENCODE.v47vsM36
TEX41	ENSG00000226674.12	lncRNA	ENSMUSG00000120385.2	lncRNA	one-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000074415.18	lncRNA	many-to-many	GENCODE.v47vsM36
TIPARP-AS1	ENSG00000243926.4	lncRNA	ENSMUSG00000121846.2	lncRNA	many-to-many	GENCODE.v47vsM36
TCL6	ENSG00000187621.17	lncRNA	ENSMUSG00000140451.1	lncRNA	many-to-many	GENCODE.v47vsM36
STAU2-AS1	ENSG00000253302.1	lncRNA	ENSMUSG00000100868.2	lncRNA	one-to-one	GENCODE.v47vsM36
NBAT1	ENSG00000260455.3	lncRNA	ENSMUSG00000141722.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR4435-2HG	ENSG00000172965.18	lncRNA	ENSMUSG00000074813.17	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000283674	ENSG00000283674.5	lncRNA	ENSMUSG00000129444.1	lncRNA	many-to-many	GENCODE.v47vsM36
GMDS-DT	ENSG00000250903.12	lncRNA	ENSMUSG00000135716.1	lncRNA	one-to-many	GENCODE.v47vsM36
C4A-AS1	ENSG00000233627.2	lncRNA	ENSMUSG00000129172.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02555	ENSG00000260943.2	lncRNA	ENSMUSG00000133096.1	lncRNA	one-to-one	GENCODE.v47vsM36
EIF3J-DT	ENSG00000179523.8	lncRNA	ENSMUSG00000131571.1	lncRNA	one-to-one	GENCODE.v47vsM36
CYP51A1-AS1	ENSG00000188693.9	lncRNA	ENSMUSG00000122831.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01440	ENSG00000235166.9	lncRNA	ENSMUSG00000128691.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000253104	ENSG00000253104.1	lncRNA	ENSMUSG00000103296.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01206	ENSG00000242512.10	lncRNA	ENSMUSG00000143009.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00570	ENSG00000224177.9	lncRNA	ENSMUSG00000114018.4	lncRNA	one-to-many	GENCODE.v47vsM36
MAP3K14-AS1	ENSG00000267278.7	lncRNA	ENSMUSG00000140614.1	lncRNA	one-to-many	GENCODE.v47vsM36
HLX-AS1	ENSG00000257551.2	lncRNA	ENSMUSG00000102158.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02521	ENSG00000228718.3	lncRNA	ENSMUSG00000134800.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02373	ENSG00000257507.2	lncRNA	ENSMUSG00000133598.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01002	ENSG00000282508.3	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000121670.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000253125	ENSG00000253125.1	lncRNA	ENSMUSG00000114446.3	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
GABPB1-AS1	ENSG00000244879.11	lncRNA	ENSMUSG00000098024.4	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02367	ENSG00000260423.4	lncRNA	ENSMUSG00000107219.3	lncRNA	many-to-many	GENCODE.v47vsM36
CYP1B1-AS1	ENSG00000232973.15	lncRNA	ENSMUSG00000121650.2	lncRNA	many-to-many	GENCODE.v47vsM36
