mm39	mm39 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000085782.3	lncRNA	ENSG00000237737.6	lncRNA	one-to-one
ENSMUSG00000022382.16	pc	ENSG00000188064.10	pc	one-to-one
ENSMUSG00000129693.1	lncRNA	ENSG00000144426.19	pc	many-to-many
ENSMUSG00000064441.3	ncRNA	ENSG00000206775.1	ncRNA	many-to-many
ENSMUSG00000094627.3	other	ENSG00000308091.1	lncRNA	many-to-many
ENSMUSG00000029798.12	pc	ENSG00000138642.16	pc	many-to-many
ENSMUSG00000096788.9	pc	ENSG00000101883.6	pc	many-to-many
ENSMUSG00000102020.2	lncRNA	ENSG00000224583.1	lncRNA	one-to-one
ENSMUSG00000062224.8	lncRNA	ENSG00000235082.2	other	many-to-many
ENSMUSG00000142342.1	lncRNA	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000096145.3	pc	ENSG00000167397.15	pc	many-to-many
ENSMUSG00000117161.2	other	ENSG00000243777.1	other	one-to-many
ENSMUSG00000095344.3	other	ENSG00000115756.13	pc	one-to-many
ENSMUSG00000064634.3	ncRNA	ENSG00000201541.1	ncRNA	many-to-many
ENSMUSG00000105196.3	ncRNA	ENSG00000284353.1	ncRNA	many-to-many
ENSMUSG00000108938.2	other	ENSG00000300881.1	lncRNA	many-to-many
ENSMUSG00000025871.19	pc	ENSG00000122203.15	pc	one-to-one
ENSMUSG00000120068.2	lncRNA	ENSG00000233086.9	lncRNA	one-to-many
ENSMUSG00000105051.2	other	ENSG00000303230.1	lncRNA	many-to-many
ENSMUSG00000077554.3	ncRNA	ENSG00000212461.1	ncRNA	one-to-many
ENSMUSG00000021715.13	pc	ENSG00000153015.17	pc	one-to-many
ENSMUSG00000021538.4	pc	ENSG00000145839.2	pc	one-to-many
ENSMUSG00000081037.4	other	ENSG00000154316.17	other	many-to-many
ENSMUSG00000032691.15	pc	ENSG00000277883.1	other	many-to-many
ENSMUSG00000098048.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000056586.9	pc	ENSG00000189167.12	pc	one-to-one
ENSMUSG00000141135.1	lncRNA	ENSG00000303143.1	lncRNA	one-to-one
ENSMUSG00000084142.2	other	ENSG00000173457.11	pc	one-to-many
ENSMUSG00000043733.15	pc	ENSG00000239455.1	other	many-to-many
ENSMUSG00000027777.16	pc	ENSG00000151967.19	pc	many-to-many
ENSMUSG00000021457.15	pc	ENSG00000165025.15	pc	one-to-one
ENSMUSG00000033499.15	pc	ENSG00000107929.16	pc	one-to-many
ENSMUSG00000115712.2	other	ENSG00000235552.7	other	many-to-many
ENSMUSG00000064329.15	pc	ENSG00000144285.24	pc	one-to-one
ENSMUSG00000084349.4	other	ENSG00000213891.3	other	many-to-many
ENSMUSG00000066257.5	pc	ENSG00000196578.4	pc	one-to-many
ENSMUSG00000082093.3	other	ENSG00000285245.1	pc	many-to-many
ENSMUSG00000034613.13	pc	ENSG00000111110.12	pc	one-to-many
ENSMUSG00000022800.15	pc	ENSG00000122068.13	pc	one-to-many
ENSMUSG00000030145.15	pc	ENSG00000225192.1	other	many-to-many
ENSMUSG00000039155.16	pc	ENSG00000124215.17	pc	one-to-one
ENSMUSG00000097574.5	other	ENSG00000170899.11	pc	one-to-many
ENSMUSG00000081485.6	other	ENSG00000230609.1	other	many-to-many
ENSMUSG00000127413.1	lncRNA	ENSG00000303589.3	lncRNA	one-to-one
ENSMUSG00000079445.4	pc	ENSG00000156966.8	pc	one-to-many
ENSMUSG00000121293.1	lncRNA	ENSG00000186787.10	pc	one-to-many
ENSMUSG00000027447.7	pc	ENSG00000290390.2	lncRNA	many-to-many
ENSMUSG00000039296.16	pc	ENSG00000179994.12	other	many-to-many
ENSMUSG00000128698.1	lncRNA	ENSG00000286514.2	lncRNA	one-to-one
ENSMUSG00000115297.2	other	ENSG00000095585.18	pc	many-to-many
ENSMUSG00000108730.2	other	ENSG00000293414.2	lncRNA	many-to-many
ENSMUSG00000083380.2	other	ENSG00000259374.3	other	many-to-many
ENSMUSG00000074500.12	pc	ENSG00000167785.9	pc	one-to-many
ENSMUSG00000101843.2	lncRNA	ENSG00000257060.10	lncRNA	one-to-many
ENSMUSG00000093565.4	lncRNA	ENSG00000206630.1	ncRNA	many-to-many
ENSMUSG00000081656.2	other	ENSG00000183684.8	pc	one-to-many
ENSMUSG00000064637.3	ncRNA	ENSG00000201660.1	ncRNA	many-to-many
ENSMUSG00000084151.2	other	ENSG00000240616.1	other	one-to-many
ENSMUSG00000121436.1	lncRNA	ENSG00000203757.2	pc	one-to-many
ENSMUSG00000045996.13	pc	ENSG00000147669.11	pc	one-to-one
ENSMUSG00000113604.2	other	ENSG00000115756.13	pc	many-to-many
ENSMUSG00000046636.6	other	ENSG00000239699.1	other	many-to-many
ENSMUSG00000040269.6	pc	ENSG00000276418.5	pc	many-to-many
ENSMUSG00000070423.7	pc	ENSG00000180785.10	pc	one-to-many
ENSMUSG00000089123.3	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000062210.15	pc	ENSG00000145779.8	pc	one-to-many
ENSMUSG00000104642.2	other	ENSG00000088038.20	pc	one-to-many
ENSMUSG00000085114.2	pc	ENSG00000293661.1	pc	many-to-many
ENSMUSG00000035277.16	pc	ENSG00000004848.8	pc	one-to-one
ENSMUSG00000003484.5	pc	ENSG00000273330.1	other	many-to-many
ENSMUSG00000065651.4	ncRNA	ENSG00000101361.17	pc	many-to-many
ENSMUSG00000039209.13	pc	ENSG00000152936.11	pc	many-to-many
ENSMUSG00000038056.16	pc	ENSG00000279231.1	other	many-to-many
ENSMUSG00000064016.5	pc	ENSG00000268940.6	pc	many-to-many
ENSMUSG00000002546.18	pc	ENSG00000290689.2	lncRNA	many-to-many
ENSMUSG00000023043.8	pc	ENSG00000240128.1	other	many-to-many
ENSMUSG00000084272.2	other	ENSG00000163110.15	pc	one-to-many
ENSMUSG00000038495.15	pc	ENSG00000264522.6	pc	one-to-one
ENSMUSG00000081080.2	other	ENSG00000220581.1	other	one-to-many
ENSMUSG00000031258.5	pc	ENSG00000290725.1	lncRNA	many-to-many
ENSMUSG00000097321.8	lncRNA	ENSG00000295685.1	lncRNA	one-to-many
ENSMUSG00000021583.8	pc	ENSG00000164308.18	pc	many-to-many
ENSMUSG00000065643.3	ncRNA	ENSG00000050405.14	pc	one-to-many
ENSMUSG00000101990.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000110333.2	pc	ENSG00000196834.14	pc	many-to-many
ENSMUSG00000032526.12	pc	ENSG00000266201.1	other	one-to-many
ENSMUSG00000066324.3	pc	ENSG00000270936.1	other	one-to-many
ENSMUSG00000093672.4	lncRNA	ENSG00000226571.3	lncRNA	one-to-many
ENSMUSG00000027955.17	pc	ENSG00000164125.16	pc	one-to-one
ENSMUSG00000121379.1	lncRNA	ENSG00000096384.20	pc	one-to-many
ENSMUSG00000041605.17	pc	ENSG00000244144.1	other	one-to-many
ENSMUSG00000089427.3	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000058809.9	other	ENSG00000257576.1	other	many-to-many
ENSMUSG00000144091.1	lncRNA	ENSG00000296722.1	lncRNA	one-to-one
ENSMUSG00000000579.15	pc	ENSG00000146425.11	pc	one-to-many
ENSMUSG00000088254.3	ncRNA	ENSG00000261151.1	other	many-to-many
ENSMUSG00000087279.11	pc	ENSG00000205710.4	pc	one-to-one
ENSMUSG00000030730.13	pc	ENSG00000196296.14	pc	one-to-one
ENSMUSG00000057997.7	pc	ENSG00000256574.8	pc	one-to-many
ENSMUSG00000083669.6	other	ENSG00000240972.2	pc	many-to-many
ENSMUSG00000103037.2	pc	ENSG00000254221.3	pc	many-to-many
ENSMUSG00000053483.16	pc	ENSG00000224826.1	other	one-to-many
ENSMUSG00000128556.1	lncRNA	ENSG00000250608.3	lncRNA	one-to-many
ENSMUSG00000028451.13	pc	ENSG00000241568.3	ncRNA	one-to-many
ENSMUSG00000102053.2	pc	ENSG00000244395.6	pc	many-to-many
ENSMUSG00000107928.2	pc	ENSG00000172780.17	pc	many-to-many
ENSMUSG00000027132.4	pc	ENSG00000249270.1	other	many-to-many
ENSMUSG00000079644.3	pc	ENSG00000149328.16	pc	many-to-many
ENSMUSG00000020321.17	pc	ENSG00000217585.1	other	many-to-many
ENSMUSG00000128758.1	lncRNA	ENSG00000224578.5	pc	many-to-many
ENSMUSG00000073411.13	pc	ENSG00000229836.1	other	many-to-many
ENSMUSG00000023944.15	pc	ENSG00000235838.1	other	many-to-many
ENSMUSG00000108302.2	other	ENSG00000182809.11	pc	one-to-many
ENSMUSG00000034009.15	pc	ENSG00000171509.16	pc	one-to-one
ENSMUSG00000118903.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000029026.18	pc	ENSG00000078900.16	pc	one-to-one
ENSMUSG00000118604.2	lncRNA	ENSG00000250625.1	other	many-to-many
ENSMUSG00000064621.3	ncRNA	ENSG00000199575.1	ncRNA	many-to-many
ENSMUSG00000125988.1	lncRNA	ENSG00000273080.3	lncRNA	one-to-many
ENSMUSG00000020434.5	pc	ENSG00000288153.1	other	many-to-many
ENSMUSG00000132287.1	lncRNA	ENSG00000234350.8	lncRNA	one-to-many
ENSMUSG00000062456.5	pc	ENSG00000231181.1	other	many-to-many
ENSMUSG00000087926.3	ncRNA	ENSG00000207274.1	ncRNA	one-to-many
ENSMUSG00000083069.2	other	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000120077.2	lncRNA	ENSG00000296870.1	lncRNA	one-to-one
ENSMUSG00000031016.10	pc	ENSG00000166483.12	pc	one-to-many
ENSMUSG00000097999.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000000901.18	pc	ENSG00000099953.10	pc	one-to-one
ENSMUSG00000027482.13	pc	ENSG00000131059.12	pc	one-to-one
ENSMUSG00000030138.9	pc	ENSG00000240089.2	other	many-to-many
ENSMUSG00000065537.4	ncRNA	ENSG00000267200.1	ncRNA	one-to-many
ENSMUSG00000082895.2	other	ENSG00000294135.1	lncRNA	many-to-many
ENSMUSG00000141630.1	lncRNA	ENSG00000223537.4	lncRNA	one-to-one
ENSMUSG00000117081.2	pc	ENSG00000183036.11	pc	many-to-many
ENSMUSG00000141779.1	lncRNA	ENSG00000248699.1	other	many-to-many
ENSMUSG00000039219.19	pc	ENSG00000054267.22	pc	one-to-many
ENSMUSG00000031255.15	pc	ENSG00000102362.16	pc	one-to-one
ENSMUSG00000118298.2	pc	ENSG00000178201.5	pc	many-to-many
ENSMUSG00000103255.2	pc	ENSG00000255408.4	pc	many-to-many
ENSMUSG00000128286.1	lncRNA	ENSG00000116774.12	pc	one-to-many
ENSMUSG00000038170.16	pc	ENSG00000287374.2	lncRNA	many-to-many
ENSMUSG00000026504.18	pc	ENSG00000054282.16	pc	one-to-many
ENSMUSG00000091762.2	other	ENSG00000230622.1	other	many-to-many
ENSMUSG00000115050.3	lncRNA	ENSG00000142409.6	pc	one-to-many
ENSMUSG00000074182.9	pc	ENSG00000117174.11	pc	one-to-one
ENSMUSG00000024644.18	pc	ENSG00000133313.15	pc	one-to-many
ENSMUSG00000062038.6	other	ENSG00000259547.1	other	many-to-many
ENSMUSG00000022203.8	pc	ENSG00000100842.13	pc	one-to-many
ENSMUSG00000039209.13	pc	ENSG00000241464.3	other	many-to-many
ENSMUSG00000068324.6	other	ENSG00000241932.1	other	one-to-many
ENSMUSG00000092217.3	other	ENSG00000226348.1	other	one-to-many
ENSMUSG00000083753.2	other	ENSG00000290466.2	lncRNA	many-to-many
ENSMUSG00000036211.5	pc	ENSG00000187475.6	pc	one-to-one
ENSMUSG00000052469.10	pc	ENSG00000242220.9	pc	many-to-many
ENSMUSG00000052217.7	pc	ENSG00000239920.2	pc	many-to-many
ENSMUSG00000083757.4	other	ENSG00000235573.2	other	many-to-many
ENSMUSG00000125348.1	lncRNA	ENSG00000254438.2	lncRNA	one-to-one
ENSMUSG00000085862.4	lncRNA	ENSG00000049245.13	pc	many-to-many
ENSMUSG00000090119.2	other	ENSG00000130724.10	pc	one-to-many
ENSMUSG00000079243.6	pc	ENSG00000168334.9	pc	one-to-one
ENSMUSG00000142676.1	lncRNA	ENSG00000130522.6	pc	one-to-many
ENSMUSG00000009406.14	pc	ENSG00000234359.3	other	many-to-many
ENSMUSG00000111297.2	other	ENSG00000198618.5	other	one-to-many
ENSMUSG00000116621.2	other	ENSG00000134057.15	pc	one-to-many
ENSMUSG00000126149.1	lncRNA	ENSG00000306627.1	lncRNA	one-to-one
ENSMUSG00000056116.19	pc	ENSG00000256851.1	other	many-to-many
ENSMUSG00000110696.2	lncRNA	ENSG00000160111.15	pc	one-to-many
ENSMUSG00000134706.1	lncRNA	ENSG00000213721.3	other	many-to-many
ENSMUSG00000116341.2	other	ENSG00000226450.2	other	many-to-many
ENSMUSG00000064044.3	pc	ENSG00000187080.10	pc	one-to-many
ENSMUSG00000025193.15	pc	ENSG00000119929.13	pc	one-to-many
ENSMUSG00000073966.4	pc	ENSG00000272634.3	other	many-to-many
ENSMUSG00000020211.16	pc	ENSG00000104897.10	pc	many-to-many
ENSMUSG00000024973.18	pc	ENSG00000168004.10	pc	many-to-many
ENSMUSG00000057446.4	pc	ENSG00000135047.16	pc	one-to-many
ENSMUSG00000076709.3	other	ENSG00000281990.1	other	one-to-many
ENSMUSG00000118676.1	ncRNA	ENSG00000202499.1	ncRNA	many-to-many
ENSMUSG00000083234.2	other	ENSG00000293068.2	lncRNA	many-to-many
ENSMUSG00000000690.6	pc	ENSG00000120093.12	pc	many-to-many
ENSMUSG00000049872.9	pc	ENSG00000164451.14	pc	many-to-many
ENSMUSG00000049041.7	pc	ENSG00000180042.5	pc	one-to-one
ENSMUSG00000033715.16	pc	ENSG00000291045.2	lncRNA	many-to-many
ENSMUSG00000044566.16	pc	ENSG00000164304.16	pc	many-to-many
ENSMUSG00000107023.3	pc	ENSG00000281991.2	pc	many-to-many
ENSMUSG00000118052.3	other	ENSG00000216710.1	other	many-to-many
ENSMUSG00000082689.2	other	ENSG00000175886.10	other	one-to-many
ENSMUSG00000087281.3	lncRNA	ENSG00000212802.4	other	many-to-many
ENSMUSG00000086688.5	other	ENSG00000259394.2	other	many-to-many
ENSMUSG00000025586.18	pc	ENSG00000260836.2	pc	many-to-many
ENSMUSG00000062933.8	other	ENSG00000267258.1	other	many-to-many
ENSMUSG00000095304.10	pc	ENSG00000214100.11	other	one-to-many
ENSMUSG00000073164.13	lncRNA	ENSG00000151693.11	pc	many-to-many
ENSMUSG00000141378.1	lncRNA	ENSG00000266844.2	lncRNA	one-to-one
ENSMUSG00000050818.8	pc	ENSG00000182783.6	pc	one-to-many
ENSMUSG00000048921.12	pc	ENSG00000197162.10	pc	many-to-many
ENSMUSG00000096729.2	pc	ENSG00000163510.14	pc	one-to-many
ENSMUSG00000085166.3	lncRNA	ENSG00000249673.10	lncRNA	one-to-one
ENSMUSG00000111564.2	other	ENSG00000117632.23	pc	one-to-many
ENSMUSG00000106086.3	lncRNA	ENSG00000232021.10	lncRNA	one-to-many
ENSMUSG00000086583.6	other	ENSG00000243521.2	other	many-to-many
ENSMUSG00000030543.11	pc	ENSG00000188095.6	pc	one-to-one
ENSMUSG00000025421.16	pc	ENSG00000267228.7	pc	many-to-many
ENSMUSG00000021595.19	pc	ENSG00000037474.15	pc	one-to-one
ENSMUSG00000027800.15	pc	ENSG00000169908.12	pc	one-to-many
ENSMUSG00000109181.2	other	ENSG00000253146.1	other	one-to-many
ENSMUSG00000022544.15	pc	ENSG00000158483.20	other	many-to-many
ENSMUSG00000019505.8	pc	ENSG00000170315.14	pc	many-to-many
ENSMUSG00000123448.1	lncRNA	ENSG00000248517.1	lncRNA	one-to-one
ENSMUSG00000028356.5	pc	ENSG00000106927.12	pc	one-to-one
ENSMUSG00000045969.9	pc	ENSG00000293133.1	lncRNA	one-to-many
ENSMUSG00000066896.7	pc	ENSG00000228963.3	other	many-to-many
ENSMUSG00000116244.3	other	ENSG00000232832.2	lncRNA	many-to-many
ENSMUSG00000143256.1	lncRNA	ENSG00000234663.8	lncRNA	one-to-many
ENSMUSG00000063765.13	pc	ENSG00000100399.16	pc	one-to-one
ENSMUSG00000121176.2	lncRNA	ENSG00000282757.4	pc	one-to-many
ENSMUSG00000026698.9	pc	ENSG00000135845.10	pc	many-to-many
ENSMUSG00000046709.20	pc	ENSG00000109339.24	pc	one-to-many
ENSMUSG00000103442.6	pc	ENSG00000204962.6	pc	many-to-many
ENSMUSG00000132686.1	lncRNA	ENSG00000246662.7	lncRNA	one-to-many
ENSMUSG00000122162.1	lncRNA	ENSG00000279490.1	lncRNA	one-to-one
ENSMUSG00000023036.15	pc	ENSG00000253537.3	pc	many-to-many
ENSMUSG00000084113.2	other	ENSG00000257169.1	other	many-to-many
ENSMUSG00000092176.2	lncRNA	ENSG00000241404.7	pc	many-to-many
ENSMUSG00000121649.1	lncRNA	ENSG00000255222.1	other	many-to-many
ENSMUSG00000032717.15	pc	ENSG00000112559.15	pc	one-to-one
ENSMUSG00000097042.4	lncRNA	ENSG00000254165.1	lncRNA	many-to-many
ENSMUSG00000062519.14	pc	ENSG00000197024.9	pc	one-to-one
ENSMUSG00000023284.16	pc	ENSG00000072609.18	pc	many-to-many
ENSMUSG00000116821.2	other	ENSG00000237731.1	other	one-to-many
ENSMUSG00000109978.2	other	ENSG00000152439.13	pc	one-to-many
ENSMUSG00000038965.18	pc	ENSG00000185651.16	pc	many-to-many
ENSMUSG00000120746.2	lncRNA	ENSG00000304130.1	lncRNA	one-to-one
ENSMUSG00000087168.3	lncRNA	ENSG00000253893.3	lncRNA	many-to-many
ENSMUSG00000104846.3	lncRNA	ENSG00000304274.1	lncRNA	one-to-one
ENSMUSG00000124556.1	lncRNA	ENSG00000296964.1	lncRNA	one-to-many
ENSMUSG00000002279.20	pc	ENSG00000103227.19	pc	one-to-many
ENSMUSG00000030279.16	pc	ENSG00000111731.13	pc	many-to-many
ENSMUSG00000000682.8	pc	ENSG00000169442.9	pc	one-to-one
ENSMUSG00000084196.2	other	ENSG00000224403.1	other	many-to-many
ENSMUSG00000018411.18	pc	ENSG00000186868.18	pc	one-to-one
ENSMUSG00000118474.2	other	ENSG00000212664.5	other	one-to-many
ENSMUSG00000073510.3	other	ENSG00000182330.11	pc	one-to-many
ENSMUSG00000123713.1	lncRNA	ENSG00000251440.2	other	many-to-many
ENSMUSG00000114878.2	other	ENSG00000293508.2	lncRNA	many-to-many
ENSMUSG00000069793.13	pc	ENSG00000286030.2	other	many-to-many
ENSMUSG00000038214.17	pc	ENSG00000293353.1	lncRNA	many-to-many
ENSMUSG00000024224.6	pc	ENSG00000196748.10	pc	one-to-one
ENSMUSG00000039903.19	pc	ENSG00000271977.1	other	many-to-many
ENSMUSG00000027364.15	pc	ENSG00000170236.16	pc	many-to-many
ENSMUSG00000095576.6	pc	ENSG00000117507.7	other	one-to-many
ENSMUSG00000096417.3	other	ENSG00000211794.3	other	many-to-many
ENSMUSG00000080776.2	other	ENSG00000184612.8	other	many-to-many
ENSMUSG00000108498.2	other	ENSG00000293414.2	lncRNA	many-to-many
ENSMUSG00000118899.1	ncRNA	ENSG00000207460.1	ncRNA	many-to-many
ENSMUSG00000033542.14	pc	ENSG00000308991.1	lncRNA	one-to-many
ENSMUSG00000040651.10	pc	ENSG00000274532.1	other	one-to-many
ENSMUSG00000107501.2	other	ENSG00000213866.3	other	one-to-many
ENSMUSG00000082583.3	other	ENSG00000197233.7	pc	one-to-many
ENSMUSG00000032604.17	pc	ENSG00000172053.18	pc	one-to-many
ENSMUSG00000112107.2	other	ENSG00000197928.11	pc	one-to-many
ENSMUSG00000083810.2	other	ENSG00000256630.1	other	one-to-many
ENSMUSG00000116131.2	other	ENSG00000220472.1	other	one-to-many
ENSMUSG00002075525.1	ncRNA	ENSG00000197989.16	lncRNA	many-to-many
ENSMUSG00000114722.3	lncRNA	ENSG00000103037.12	pc	many-to-many
ENSMUSG00000116794.2	other	ENSG00000199436.1	ncRNA	many-to-many
ENSMUSG00000100982.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000020620.15	pc	ENSG00000182903.16	pc	many-to-many
ENSMUSG00000078125.3	other	ENSG00000242571.1	other	many-to-many
ENSMUSG00000065287.3	ncRNA	ENSG00000201516.1	ncRNA	many-to-many
ENSMUSG00000060288.14	pc	ENSG00000171960.12	pc	one-to-one
ENSMUSG00000026825.18	pc	ENSG00000261708.1	other	many-to-many
ENSMUSG00000052825.7	other	ENSG00000271115.1	other	many-to-many
ENSMUSG00000038246.8	pc	ENSG00000233068.4	lncRNA	one-to-many
ENSMUSG00000058976.5	pc	ENSG00000248920.3	pc	one-to-many
ENSMUSG00000062170.13	pc	ENSG00000176988.9	pc	one-to-one
ENSMUSG00000082029.2	other	ENSG00000250715.1	other	many-to-many
ENSMUSG00000079342.12	pc	ENSG00000204022.9	pc	many-to-many
ENSMUSG00000117172.3	lncRNA	ENSG00000176840.15	lncRNA	one-to-one
ENSMUSG00000080776.2	other	ENSG00000237475.2	other	many-to-many
ENSMUSG00000121513.1	pc	ENSG00000144724.20	pc	one-to-one
ENSMUSG00000065100.3	ncRNA	ENSG00000206597.1	ncRNA	many-to-many
ENSMUSG00000130204.1	lncRNA	ENSG00000243986.2	other	many-to-many
ENSMUSG00000079295.7	other	ENSG00000111796.4	pc	one-to-many
ENSMUSG00000101478.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000065480.3	ncRNA	ENSG00000302165.1	lncRNA	many-to-many
ENSMUSG00000090817.8	pc	ENSG00000198857.3	other	one-to-many
ENSMUSG00000100954.8	lncRNA	ENSG00000273004.2	lncRNA	one-to-one
ENSMUSG00000095202.3	other	ENSG00000234964.4	other	many-to-many
ENSMUSG00000076749.3	other	ENSG00000289746.1	pc	many-to-many
ENSMUSG00000028755.4	pc	ENSG00000158825.6	pc	one-to-one
ENSMUSG00000028437.15	pc	ENSG00000165006.14	pc	one-to-one
ENSMUSG00000033436.14	pc	ENSG00000184867.14	pc	one-to-many
ENSMUSG00000093753.2	lncRNA	ENSG00000186910.4	pc	many-to-many
ENSMUSG00000117482.2	other	ENSG00000115526.11	pc	one-to-many
ENSMUSG00000063216.4	pc	ENSG00000127530.4	pc	many-to-many
ENSMUSG00000082205.2	other	ENSG00000242849.2	other	one-to-many
ENSMUSG00000030138.9	pc	ENSG00000224599.1	other	many-to-many
ENSMUSG00000002233.14	pc	ENSG00000271810.5	pc	many-to-many
ENSMUSG00000083309.2	other	ENSG00000239998.7	pc	one-to-many
ENSMUSG00000080542.3	ncRNA	ENSG00000251748.1	ncRNA	many-to-many
ENSMUSG00000071052.5	other	ENSG00000213798.3	other	many-to-many
ENSMUSG00000035413.9	pc	ENSG00000293117.2	lncRNA	one-to-many
ENSMUSG00000082757.2	other	ENSG00000290387.2	lncRNA	many-to-many
ENSMUSG00000029922.16	pc	ENSG00000300293.1	lncRNA	many-to-many
ENSMUSG00000109113.3	pc	ENSG00000172014.14	other	many-to-many
ENSMUSG00000023120.10	pc	ENSG00000260386.7	other	many-to-many
ENSMUSG00000021692.10	pc	ENSG00000227556.1	other	many-to-many
ENSMUSG00000099948.2	pc	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000109113.3	pc	ENSG00000302204.1	lncRNA	many-to-many
ENSMUSG00000103833.2	lncRNA	ENSG00000211713.3	other	many-to-many
ENSMUSG00000027615.15	pc	ENSG00000163755.9	pc	one-to-one
ENSMUSG00000025870.11	pc	ENSG00000175414.7	pc	one-to-many
ENSMUSG00000030451.17	pc	ENSG00000290845.2	lncRNA	many-to-many
ENSMUSG00000087174.10	lncRNA	ENSG00000286053.2	pc	many-to-many
ENSMUSG00000126511.1	lncRNA	ENSG00000308990.1	lncRNA	one-to-one
ENSMUSG00000036667.15	pc	ENSG00000223459.6	other	many-to-many
ENSMUSG00000026766.17	pc	ENSG00000254708.1	other	many-to-many
ENSMUSG00000105348.2	other	ENSG00000237550.8	other	many-to-many
ENSMUSG00000025877.15	pc	ENSG00000160883.11	pc	one-to-one
ENSMUSG00000056824.16	pc	ENSG00000293461.2	lncRNA	many-to-many
ENSMUSG00000078139.4	pc	ENSG00000217416.4	other	many-to-many
ENSMUSG00000039512.13	pc	ENSG00000252106.2	ncRNA	one-to-many
ENSMUSG00000106233.3	ncRNA	ENSG00000207868.1	ncRNA	one-to-many
ENSMUSG00000109894.2	other	ENSG00000243116.1	other	many-to-many
ENSMUSG00000098457.3	ncRNA	ENSG00000034677.13	pc	one-to-many
ENSMUSG00000062017.16	pc	ENSG00000238098.10	other	many-to-many
ENSMUSG00000136602.1	lncRNA	ENSG00000115756.13	pc	many-to-many
ENSMUSG00000027746.14	pc	ENSG00000267315.1	other	many-to-many
ENSMUSG00000022051.16	pc	ENSG00000104765.16	pc	one-to-many
ENSMUSG00000042447.14	pc	ENSG00000164654.16	pc	one-to-one
ENSMUSG00000107492.2	other	ENSG00000256667.7	other	many-to-many
ENSMUSG00000047514.7	pc	ENSG00000305624.1	lncRNA	many-to-many
ENSMUSG00000107940.2	other	ENSG00000227376.1	other	one-to-many
ENSMUSG00000031509.11	pc	ENSG00000275989.3	other	one-to-many
ENSMUSG00000098056.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000026872.19	pc	ENSG00000307150.1	lncRNA	many-to-many
ENSMUSG00000120708.2	lncRNA	ENSG00000309555.1	lncRNA	one-to-many
ENSMUSG00000096722.3	other	ENSG00000231148.1	other	many-to-many
ENSMUSG00000036291.7	pc	ENSG00000270588.1	other	one-to-many
ENSMUSG00000004233.15	pc	ENSG00000116874.12	pc	one-to-one
ENSMUSG00000020072.16	pc	ENSG00000108187.16	pc	one-to-many
ENSMUSG00000026544.7	pc	ENSG00000158716.9	pc	one-to-one
ENSMUSG00000106343.2	other	ENSG00000134376.17	pc	one-to-many
ENSMUSG00000088734.3	ncRNA	ENSG00000212461.1	ncRNA	one-to-many
ENSMUSG00000117405.2	other	ENSG00000240870.2	other	many-to-many
ENSMUSG00000032834.12	pc	ENSG00000241945.8	pc	one-to-many
ENSMUSG00000103473.2	lncRNA	ENSG00000288787.2	lncRNA	one-to-many
ENSMUSG00000029415.5	pc	ENSG00000227707.1	other	many-to-many
ENSMUSG00000143261.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000111850.2	other	ENSG00000231362.1	other	one-to-many
ENSMUSG00000069117.5	pc	ENSG00000217030.1	other	many-to-many
ENSMUSG00000120215.2	lncRNA	ENSG00000131446.17	pc	one-to-many
ENSMUSG00000021700.11	pc	ENSG00000152932.8	pc	one-to-one
ENSMUSG00000038170.16	pc	ENSG00000230239.1	other	many-to-many
ENSMUSG00000052906.8	pc	ENSG00000104691.16	pc	one-to-one
ENSMUSG00000109692.2	other	ENSG00000214121.4	other	many-to-many
ENSMUSG00000083169.2	other	ENSG00000277957.1	pc	many-to-many
ENSMUSG00000033883.12	pc	ENSG00000272602.6	pc	many-to-many
ENSMUSG00000029191.17	pc	ENSG00000035928.17	pc	one-to-many
ENSMUSG00000011752.8	pc	ENSG00000171314.9	pc	one-to-one
ENSMUSG00000032566.5	pc	ENSG00000246082.5	other	one-to-many
ENSMUSG00000103677.2	pc	ENSG00000204956.6	pc	many-to-many
ENSMUSG00000127630.1	lncRNA	ENSG00000309944.1	lncRNA	many-to-many
ENSMUSG00000140864.1	lncRNA	ENSG00000255468.8	lncRNA	one-to-one
ENSMUSG00000135015.1	lncRNA	ENSG00000163788.14	pc	one-to-many
