# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_id	H_gene_type	M_gene_id	M_gene_type	gencode_versions
ENSG00000230084.5	lncRNA	ENSMUSG00000097820.3	lncRNA	one-to-one
ENSG00000214922.9	lncRNA	ENSMUSG00000081130.1	other	many-to-many
ENSG00000284738.1	lncRNA	ENSMUSG00000105350.1	lncRNA	one-to-one
ENSG00000257453.1	lncRNA	ENSMUSG00000100113.1	lncRNA	one-to-one
ENSG00000272752.6	lncRNA	ENSMUSG00000105649.1	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000106509.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098143.1	other	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000113706.1	other	many-to-many
ENSG00000225963.7	lncRNA	ENSMUSG00000090186.5	other	many-to-many
ENSG00000243960.1	lncRNA	ENSMUSG00000105852.4	lncRNA	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000112670.1	other	many-to-many
ENSG00000260260.1	lncRNA	ENSMUSG00000093565.1	lncRNA	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000058291.14	pc	many-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000059142.15	pc	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000102193.1	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000072774.10	pc	many-to-many
ENSG00000179406.7	lncRNA	ENSMUSG00000090043.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089114.1	ncRNA	many-to-many
ENSG00000179755.3	lncRNA	ENSMUSG00000024565.8	pc	one-to-many
ENSG00000250917.1	lncRNA	ENSMUSG00000027597.15	pc	one-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096324.1	ncRNA	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000078500.3	pc	many-to-many
ENSG00000284644.1	lncRNA	ENSMUSG00000059411.6	pc	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000030446.17	pc	many-to-many
ENSG00000229956.10	lncRNA	ENSMUSG00000105834.1	lncRNA	one-to-one
ENSG00000228315.11	lncRNA	ENSMUSG00000017631.18	pc	one-to-many
ENSG00000258876.1	lncRNA	ENSMUSG00000103301.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000101807.1	other	many-to-many
ENSG00000196756.11	lncRNA	ENSMUSG00000065874.1	ncRNA	many-to-many
ENSG00000273156.1	lncRNA	ENSMUSG00000082539.1	other	many-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000017146.12	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000072761.10	lncRNA	many-to-many
ENSG00000161149.12	lncRNA	ENSMUSG00000022759.13	pc	one-to-many
ENSG00000234877.2	lncRNA	ENSMUSG00000101720.1	lncRNA	one-to-one
ENSG00000273046.1	lncRNA	ENSMUSG00000001661.5	pc	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000082322.2	other	many-to-many
ENSG00000284500.1	lncRNA	ENSMUSG00000048933.8	pc	one-to-many
ENSG00000272980.4	lncRNA	ENSMUSG00000040899.13	pc	one-to-many
ENSG00000254290.1	lncRNA	ENSMUSG00000100335.2	lncRNA	one-to-many
ENSG00000214970.8	lncRNA	ENSMUSG00000087410.7	lncRNA	one-to-many
ENSG00000283638.2	lncRNA	ENSMUSG00000086173.7	lncRNA	many-to-many
ENSG00000236065.2	lncRNA	ENSMUSG00000115163.1	other	many-to-many
ENSG00000271147.7	lncRNA	ENSMUSG00000072969.2	pc	many-to-many
ENSG00000271167.1	lncRNA	ENSMUSG00000098659.7	lncRNA	one-to-many
ENSG00000228315.11	lncRNA	ENSMUSG00000025532.13	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000108528.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000082085.1	other	many-to-many
ENSG00000203605.3	lncRNA	ENSMUSG00000103575.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077252.1	ncRNA	many-to-many
ENSG00000246174.7	lncRNA	ENSMUSG00000083579.2	other	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000095060.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000078994.9	pc	many-to-many
ENSG00000253161.5	lncRNA	ENSMUSG00000100335.2	lncRNA	one-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000082541.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077408.1	ncRNA	many-to-many
ENSG00000215769.8	lncRNA	ENSMUSG00000034239.14	pc	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000112298.1	other	many-to-many
ENSG00000272917.1	lncRNA	ENSMUSG00000104613.1	other	many-to-many
ENSG00000278893.1	lncRNA	ENSMUSG00000096401.2	other	many-to-many
ENSG00000278035.1	lncRNA	ENSMUSG00000052997.15	pc	one-to-half
ENSG00000266268.5	lncRNA	ENSMUSG00000108772.1	other	many-to-many
ENSG00000226508.1	lncRNA	ENSMUSG00000041907.9	pc	one-to-many
ENSG00000273784.4	lncRNA	ENSMUSG00000001323.17	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000111181.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000078528.2	other	many-to-many
ENSG00000260693.1	lncRNA	ENSMUSG00000030519.14	pc	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000060314.13	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000107026.1	other	many-to-many
ENSG00000240040.6	lncRNA	ENSMUSG00000076605.2	other	one-to-many
ENSG00000267096.1	lncRNA	ENSMUSG00000082776.3	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000084394.1	other	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000082338.1	other	many-to-many
ENSG00000251273.2	lncRNA	ENSMUSG00000032553.14	pc	many-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000103574.1	other	many-to-many
ENSG00000284634.1	lncRNA	ENSMUSG00000081935.1	other	many-to-many
ENSG00000235652.7	lncRNA	ENSMUSG00000112356.1	lncRNA	one-to-many
ENSG00000226816.3	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many
ENSG00000230155.6	lncRNA	ENSMUSG00000028538.12	pc	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000092328.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000098212.2	other	many-to-many
ENSG00000268823.2	lncRNA	ENSMUSG00000040936.15	pc	many-to-many
ENSG00000225489.6	lncRNA	ENSMUSG00000081329.1	other	many-to-many
ENSG00000244479.7	lncRNA	ENSMUSG00000048693.5	pc	many-to-many
ENSG00000278576.1	lncRNA	ENSMUSG00000021012.16	pc	many-to-many
ENSG00000250592.1	lncRNA	ENSMUSG00000099373.1	lncRNA	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000081455.1	other	many-to-many
ENSG00000242288.9	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000284707.1	lncRNA	ENSMUSG00000029752.12	pc	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000115507.1	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000074527.11	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000052482.6	other	many-to-many
ENSG00000264066.6	lncRNA	ENSMUSG00000070065.1	ncRNA	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000085103.3	other	many-to-many
ENSG00000253302.1	lncRNA	ENSMUSG00000100868.1	lncRNA	one-to-one
ENSG00000233145.1	lncRNA	ENSMUSG00000110109.1	other	many-to-many
ENSG00000283095.1	lncRNA	ENSMUSG00000082109.1	other	one-to-many
ENSG00000237310.1	lncRNA	ENSMUSG00000095789.6	pc	many-to-many
ENSG00000280299.1	lncRNA	ENSMUSG00000041920.14	pc	one-to-many
ENSG00000196696.12	lncRNA	ENSMUSG00000039427.14	pc	many-to-many
ENSG00000225675.2	lncRNA	ENSMUSG00000087200.1	lncRNA	one-to-one
ENSG00000235423.8	lncRNA	ENSMUSG00000078154.3	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000114202.1	other	many-to-many
ENSG00000272277.1	lncRNA	ENSMUSG00000083042.1	other	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000057990.4	other	many-to-many
ENSG00000255794.7	lncRNA	ENSMUSG00000098979.1	ncRNA	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000095961.1	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000081440.2	other	many-to-many
ENSG00000236065.2	lncRNA	ENSMUSG00000115336.1	other	many-to-many
ENSG00000277945.1	lncRNA	ENSMUSG00000056758.14	pc	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000096722.2	other	many-to-many
ENSG00000255404.1	lncRNA	ENSMUSG00000082810.1	other	many-to-many
ENSG00000260693.1	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000253434.5	lncRNA	ENSMUSG00000060807.7	pc	one-to-many
ENSG00000240801.1	lncRNA	ENSMUSG00000035804.4	pc	many-to-many
ENSG00000228010.5	lncRNA	ENSMUSG00000037001.10	pc	many-to-many
ENSG00000243107.1	lncRNA	ENSMUSG00000000600.15	pc	one-to-many
ENSG00000260528.4	lncRNA	ENSMUSG00000110136.1	pc	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000100235.8	pc	many-to-many
ENSG00000240758.2	lncRNA	ENSMUSG00000040838.10	pc	many-to-many
ENSG00000273328.5	lncRNA	ENSMUSG00000031907.9	pc	many-to-many
ENSG00000229832.1	lncRNA	ENSMUSG00000084127.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000094031.1	ncRNA	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000083915.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077314.1	ncRNA	many-to-many
ENSG00000189295.13	lncRNA	ENSMUSG00000075395.10	pc	many-to-many
ENSG00000254740.2	lncRNA	ENSMUSG00000072476.6	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000115396.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098227.1	other	many-to-many
ENSG00000265408.1	lncRNA	ENSMUSG00000061825.10	pc	many-to-many
ENSG00000232956.8	lncRNA	ENSMUSG00000085156.7	lncRNA	many-to-many
ENSG00000279458.2	lncRNA	ENSMUSG00000039376.13	pc	many-to-many
ENSG00000283638.2	lncRNA	ENSMUSG00000065456.1	ncRNA	many-to-many
ENSG00000254165.1	lncRNA	ENSMUSG00000097042.2	lncRNA	many-to-many
ENSG00000254876.5	lncRNA	ENSMUSG00000031533.4	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000065999.13	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000093929.1	ncRNA	one-to-many
ENSG00000264772.6	lncRNA	ENSMUSG00000059796.16	pc	one-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000094997.1	ncRNA	many-to-many
ENSG00000279504.1	lncRNA	ENSMUSG00000006095.12	pc	many-to-many
ENSG00000280060.1	lncRNA	ENSMUSG00000026623.16	pc	one-to-many
ENSG00000213599.10	lncRNA	ENSMUSG00000059772.12	pc	many-to-many
ENSG00000279520.1	lncRNA	ENSMUSG00000024121.13	pc	many-to-many
ENSG00000225605.2	lncRNA	ENSMUSG00000062046.1	lncRNA	one-to-one
ENSG00000270704.3	lncRNA	ENSMUSG00000096190.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077472.1	ncRNA	many-to-many
ENSG00000235288.3	lncRNA	ENSMUSG00000081848.1	other	many-to-many
ENSG00000234741.7	lncRNA	ENSMUSG00000064816.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077464.1	ncRNA	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000030303.15	pc	many-to-many
ENSG00000236013.5	lncRNA	ENSMUSG00000101969.2	lncRNA	one-to-one
ENSG00000255717.6	lncRNA	ENSMUSG00000065280.1	ncRNA	many-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000107450.1	other	many-to-many
ENSG00000256220.1	lncRNA	ENSMUSG00000046213.9	pc	many-to-many
ENSG00000255031.5	lncRNA	ENSMUSG00000001750.15	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089550.1	ncRNA	many-to-many
ENSG00000265479.6	lncRNA	ENSMUSG00000042985.7	pc	many-to-many
ENSG00000277945.1	lncRNA	ENSMUSG00000103367.1	other	many-to-many
ENSG00000255300.5	lncRNA	ENSMUSG00000104258.1	lncRNA	one-to-one
ENSG00000229203.1	lncRNA	ENSMUSG00000029419.8	pc	one-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000094708.1	other	many-to-many
ENSG00000237741.1	lncRNA	ENSMUSG00000086676.2	lncRNA	one-to-one
ENSG00000226266.6	lncRNA	ENSMUSG00000067017.5	other	many-to-many
ENSG00000248393.1	lncRNA	ENSMUSG00000103069.1	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000098019.1	other	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000094772.2	other	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000103574.1	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000003929.10	pc	many-to-many
ENSG00000237461.1	lncRNA	ENSMUSG00000102450.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000088232.1	ncRNA	many-to-many
ENSG00000259976.3	lncRNA	ENSMUSG00000022708.16	pc	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000094708.1	other	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000069206.14	pc	many-to-many
ENSG00000214548.14	lncRNA	ENSMUSG00000076451.1	ncRNA	many-to-many
ENSG00000189295.13	lncRNA	ENSMUSG00000053896.13	pc	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000058291.14	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000090744.7	pc	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000070871.10	pc	one-to-many
ENSG00000256150.2	lncRNA	ENSMUSG00000109272.1	other	many-to-many
ENSG00000283674.2	lncRNA	ENSMUSG00000046697.16	pc	one-to-many
ENSG00000268230.5	lncRNA	ENSMUSG00000045639.14	pc	many-to-many
ENSG00000260269.5	lncRNA	ENSMUSG00000032290.7	pc	many-to-many
ENSG00000259244.1	lncRNA	ENSMUSG00000084184.1	other	many-to-many
ENSG00000231412.2	lncRNA	ENSMUSG00000109504.1	other	many-to-many
ENSG00000231889.7	lncRNA	ENSMUSG00000083384.1	other	many-to-many
ENSG00000255036.6	lncRNA	ENSMUSG00000021418.15	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098226.1	other	many-to-many
ENSG00000260923.6	lncRNA	ENSMUSG00000034219.15	pc	one-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000109205.1	other	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000111937.1	other	many-to-many
ENSG00000196696.12	lncRNA	ENSMUSG00000030655.15	pc	many-to-many
ENSG00000249352.4	lncRNA	ENSMUSG00000104450.1	lncRNA	one-to-one
ENSG00000232093.1	lncRNA	ENSMUSG00000074467.4	other	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000098186.1	other	many-to-many
ENSG00000264647.1	lncRNA	ENSMUSG00000097165.1	lncRNA	one-to-one
ENSG00000237378.2	lncRNA	ENSMUSG00000062433.3	pc	one-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000110554.1	lncRNA	many-to-many
ENSG00000269893.6	lncRNA	ENSMUSG00000065634.1	ncRNA	many-to-many
ENSG00000260293.2	lncRNA	ENSMUSG00000036473.15	pc	one-to-many
ENSG00000267009.6	lncRNA	ENSMUSG00000020612.16	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098028.1	other	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000083399.1	other	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000112463.1	other	many-to-many
ENSG00000151303.11	lncRNA	ENSMUSG00000101356.1	lncRNA	many-to-many
ENSG00000215765.3	lncRNA	ENSMUSG00000057439.12	pc	one-to-many
ENSG00000261541.1	lncRNA	ENSMUSG00000109707.1	other	many-to-many
ENSG00000236778.7	lncRNA	ENSMUSG00000097775.1	lncRNA	many-to-many
ENSG00000255323.5	lncRNA	ENSMUSG00000102124.1	lncRNA	one-to-one
ENSG00000258399.7	lncRNA	ENSMUSG00000098725.1	ncRNA	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000022255.16	pc	many-to-many
ENSG00000254929.6	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000279400.1	lncRNA	ENSMUSG00000103047.1	lncRNA	one-to-one
ENSG00000240889.1	lncRNA	ENSMUSG00000086582.1	lncRNA	one-to-one
ENSG00000230623.4	lncRNA	ENSMUSG00000097229.1	lncRNA	one-to-many
ENSG00000231412.2	lncRNA	ENSMUSG00000070799.4	pc	many-to-many
ENSG00000270060.1	lncRNA	ENSMUSG00000083443.1	other	many-to-many
ENSG00000270704.3	lncRNA	ENSMUSG00000095639.1	ncRNA	many-to-many
ENSG00000260912.1	lncRNA	ENSMUSG00000038007.14	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089252.1	ncRNA	many-to-many
ENSG00000261848.5	lncRNA	ENSMUSG00000083188.2	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000114031.1	other	many-to-many
ENSG00000257582.5	lncRNA	ENSMUSG00000092250.1	lncRNA	one-to-one
ENSG00000241772.2	lncRNA	ENSMUSG00000058005.3	pc	many-to-many
ENSG00000254485.5	lncRNA	ENSMUSG00000107455.1	lncRNA	one-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000096521.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000078899.9	pc	many-to-many
ENSG00000276814.1	lncRNA	ENSMUSG00000033075.17	pc	many-to-many
ENSG00000261434.1	lncRNA	ENSMUSG00000021579.4	pc	one-to-many
ENSG00000280123.1	lncRNA	ENSMUSG00000078773.11	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000094585.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000115801.1	lncRNA	many-to-many
ENSG00000226581.1	lncRNA	ENSMUSG00000054252.17	pc	many-to-many
ENSG00000255648.1	lncRNA	ENSMUSG00000041791.6	pc	one-to-many
ENSG00000284612.1	lncRNA	ENSMUSG00000104222.1	lncRNA	many-to-many
ENSG00000274253.4	lncRNA	ENSMUSG00000038055.12	pc	many-to-many
ENSG00000255404.1	lncRNA	ENSMUSG00000082136.1	other	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000109344.1	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000108681.1	other	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000114748.1	other	many-to-many
ENSG00000264215.1	lncRNA	ENSMUSG00000025203.5	pc	one-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000007827.10	pc	one-to-many
ENSG00000278576.1	lncRNA	ENSMUSG00000083053.1	other	many-to-many
ENSG00000284604.1	lncRNA	ENSMUSG00000030303.15	pc	one-to-many
ENSG00000271895.2	lncRNA	ENSMUSG00000108047.1	other	many-to-many
ENSG00000223482.7	lncRNA	ENSMUSG00000113624.1	other	many-to-many
ENSG00000254540.1	lncRNA	ENSMUSG00000100774.1	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000113626.1	other	many-to-many
ENSG00000255794.7	lncRNA	ENSMUSG00000098662.1	ncRNA	many-to-many
ENSG00000257524.5	lncRNA	ENSMUSG00000079442.12	pc	many-to-many
ENSG00000259628.1	lncRNA	ENSMUSG00000004947.15	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000097948.1	other	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000110333.1	pc	many-to-many
ENSG00000260803.1	lncRNA	ENSMUSG00000024101.14	pc	many-to-many
ENSG00000272635.1	lncRNA	ENSMUSG00000025422.9	pc	many-to-many
ENSG00000241570.8	lncRNA	ENSMUSG00000032407.14	pc	one-to-many
ENSG00000264772.6	lncRNA	ENSMUSG00000088266.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000078500.3	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000098905.2	pc	many-to-many
ENSG00000224043.7	lncRNA	ENSMUSG00000102014.1	lncRNA	one-to-one
ENSG00000265408.1	lncRNA	ENSMUSG00000055730.16	pc	many-to-many
ENSG00000266994.1	lncRNA	ENSMUSG00000071256.3	pc	many-to-many
ENSG00000279305.1	lncRNA	ENSMUSG00000043441.5	pc	one-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000094441.1	pc	many-to-many
ENSG00000272934.1	lncRNA	ENSMUSG00000090700.1	pc	many-to-many
ENSG00000278909.1	lncRNA	ENSMUSG00000031661.12	pc	one-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000045340.4	pc	many-to-many
ENSG00000278202.1	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000115745.1	other	many-to-many
ENSG00000250696.5	lncRNA	ENSMUSG00000035780.2	pc	many-to-many
ENSG00000232710.1	lncRNA	ENSMUSG00000061740.7	pc	one-to-many
ENSG00000263786.1	lncRNA	ENSMUSG00000020737.12	pc	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000051037.15	pc	many-to-many
ENSG00000270704.3	lncRNA	ENSMUSG00000094060.1	ncRNA	many-to-many
ENSG00000239665.8	lncRNA	ENSMUSG00000107447.1	other	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000111920.1	other	many-to-many
ENSG00000267827.5	lncRNA	ENSMUSG00000084350.1	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000115493.1	other	many-to-many
ENSG00000260231.1	lncRNA	ENSMUSG00000115026.1	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000084413.1	other	many-to-many
ENSG00000247092.6	lncRNA	ENSMUSG00000113722.1	lncRNA	one-to-one
ENSG00000267002.2	lncRNA	ENSMUSG00000083165.1	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000090744.7	pc	many-to-many
ENSG00000279946.1	lncRNA	ENSMUSG00000026430.16	pc	one-to-many
ENSG00000257913.2	lncRNA	ENSMUSG00000097414.1	lncRNA	one-to-one
ENSG00000230937.11	lncRNA	ENSMUSG00000097850.2	lncRNA	many-to-many
ENSG00000241772.2	lncRNA	ENSMUSG00000096879.2	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077351.2	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089128.1	ncRNA	many-to-many
ENSG00000255410.1	lncRNA	ENSMUSG00000081046.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000074867.4	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000105529.1	other	many-to-many
ENSG00000272777.1	lncRNA	ENSMUSG00000028138.8	pc	one-to-many
ENSG00000245322.6	lncRNA	ENSMUSG00000105676.1	lncRNA	many-to-many
ENSG00000205396.11	lncRNA	ENSMUSG00000010142.12	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000047473.14	pc	many-to-many
ENSG00000251136.8	lncRNA	ENSMUSG00000085112.1	lncRNA	one-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000098905.2	pc	many-to-many
ENSG00000248275.1	lncRNA	ENSMUSG00000002249.20	pc	one-to-many
ENSG00000253959.1	lncRNA	ENSMUSG00000103635.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000098054.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098059.1	other	many-to-many
ENSG00000255920.1	lncRNA	ENSMUSG00000097166.1	lncRNA	one-to-one
ENSG00000258399.7	lncRNA	ENSMUSG00000076451.1	ncRNA	many-to-many
ENSG00000284634.1	lncRNA	ENSMUSG00000030155.7	pc	one-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000030424.15	other	many-to-many
ENSG00000260528.4	lncRNA	ENSMUSG00000020694.16	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000115733.1	other	many-to-many
ENSG00000248464.1	lncRNA	ENSMUSG00000086709.1	lncRNA	one-to-one
ENSG00000255108.1	lncRNA	ENSMUSG00000073787.4	lncRNA	one-to-one
ENSG00000214719.11	lncRNA	ENSMUSG00000018363.16	pc	one-to-many
ENSG00000251168.1	lncRNA	ENSMUSG00000022231.10	pc	one-to-many
ENSG00000225012.5	lncRNA	ENSMUSG00000100780.1	lncRNA	one-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000096502.1	ncRNA	many-to-many
ENSG00000103472.10	lncRNA	ENSMUSG00000071669.14	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000095990.1	pc	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000051034.7	pc	many-to-many
ENSG00000267104.2	lncRNA	ENSMUSG00000020521.7	pc	one-to-many
ENSG00000282304.1	lncRNA	ENSMUSG00000027377.2	pc	one-to-many
ENSG00000251442.5	lncRNA	ENSMUSG00000105257.1	lncRNA	one-to-one
ENSG00000280206.1	lncRNA	ENSMUSG00000070074.1	ncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098222.2	other	many-to-many
ENSG00000230630.4	lncRNA	ENSMUSG00000070126.1	ncRNA	many-to-many
ENSG00000224267.1	lncRNA	ENSMUSG00000039046.15	pc	many-to-many
ENSG00000228768.3	lncRNA	ENSMUSG00000065489.1	ncRNA	one-to-many
ENSG00000267246.1	lncRNA	ENSMUSG00000003200.9	pc	many-to-many
ENSG00000258782.3	lncRNA	ENSMUSG00000019718.8	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098237.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098456.1	pc	many-to-many
ENSG00000279136.1	lncRNA	ENSMUSG00000041062.6	pc	one-to-many
ENSG00000196696.12	lncRNA	ENSMUSG00000022680.13	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098222.2	other	many-to-many
ENSG00000183242.11	lncRNA	ENSMUSG00000074987.9	lncRNA	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000081747.1	other	many-to-many
ENSG00000265206.5	lncRNA	ENSMUSG00000105196.1	ncRNA	one-to-many
ENSG00000279342.2	lncRNA	ENSMUSG00000110993.1	lncRNA	one-to-one
ENSG00000233593.8	lncRNA	ENSMUSG00000098302.1	lncRNA	many-to-many
ENSG00000178107.2	lncRNA	ENSMUSG00000103859.1	other	many-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000105919.1	other	many-to-many
ENSG00000224597.9	lncRNA	ENSMUSG00000073639.5	pc	one-to-many
ENSG00000253301.5	lncRNA	ENSMUSG00000106824.1	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088040.1	ncRNA	many-to-many
ENSG00000276390.1	lncRNA	ENSMUSG00000098354.1	other	many-to-many
ENSG00000261498.1	lncRNA	ENSMUSG00000083393.1	other	many-to-many
