# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)					
# by Sasti Gopal Das					
H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000307499.1	lncRNA	ENSMUSG00000128008.1	lncRNA	many-to-many	GENCODE.v47vsM1214
ENSG00000260963.4	lncRNA	ENSMUSG00000137205.1	lncRNA	one-to-one	GENCODE.v47vsM1215
ENSG00000244625.8	lncRNA	ENSMUSG00000097767.11	lncRNA	many-to-many	GENCODE.v47vsM1216
ENSG00000175779.6	lncRNA	ENSMUSG00000141475.1	lncRNA	many-to-many	GENCODE.v47vsM1217
ENSG00000291094.2	lncRNA	ENSMUSG00000143506.1	lncRNA	many-to-many	GENCODE.v47vsM1218
ENSG00000234132.3	lncRNA	ENSMUSG00000102717.2	lncRNA	one-to-many	GENCODE.v47vsM1219
ENSG00000295807.1	lncRNA	ENSMUSG00000142449.1	lncRNA	one-to-one	GENCODE.v47vsM1220
ENSG00000264254.1	lncRNA	ENSMUSG00000117069.3	lncRNA	many-to-many	GENCODE.v47vsM1221
ENSG00000241131.3	lncRNA	ENSMUSG00000135684.1	lncRNA	one-to-one	GENCODE.v47vsM1222
ENSG00000294749.1	lncRNA	ENSMUSG00000135094.1	lncRNA	one-to-many	GENCODE.v47vsM1223
ENSG00000261302.8	lncRNA	ENSMUSG00000129601.1	lncRNA	one-to-one	GENCODE.v47vsM1224
ENSG00000265799.2	lncRNA	ENSMUSG00000141766.1	lncRNA	one-to-one	GENCODE.v47vsM1225
ENSG00000234690.8	lncRNA	ENSMUSG00000117545.4	lncRNA	many-to-many	GENCODE.v47vsM1226
ENSG00000258702.6	lncRNA	ENSMUSG00000113835.4	lncRNA	one-to-one	GENCODE.v47vsM1227
ENSG00000241231.3	lncRNA	ENSMUSG00000125712.1	lncRNA	one-to-many	GENCODE.v47vsM1228
ENSG00000237877.9	lncRNA	ENSMUSG00000102082.2	lncRNA	one-to-one	GENCODE.v47vsM1229
ENSG00000279878.1	lncRNA	ENSMUSG00000118310.2	lncRNA	one-to-many	GENCODE.v47vsM1230
ENSG00000242798.2	lncRNA	ENSMUSG00000134631.1	lncRNA	one-to-one	GENCODE.v47vsM1231
ENSG00000227260.3	lncRNA	ENSMUSG00000142177.1	lncRNA	one-to-one	GENCODE.v47vsM1232
ENSG00000310269.1	lncRNA	ENSMUSG00000087541.3	lncRNA	one-to-one	GENCODE.v47vsM1233
ENSG00000179523.8	lncRNA	ENSMUSG00000131571.1	lncRNA	one-to-one	GENCODE.v47vsM1234
ENSG00000285042.1	lncRNA	ENSMUSG00000102869.5	lncRNA	one-to-many	GENCODE.v47vsM1235
ENSG00000288036.2	lncRNA	ENSMUSG00000085940.3	lncRNA	one-to-one	GENCODE.v47vsM1236
ENSG00000229425.6	lncRNA	ENSMUSG00000100857.4	lncRNA	many-to-many	GENCODE.v47vsM1237
ENSG00000286069.3	lncRNA	ENSMUSG00000116500.3	lncRNA	many-to-many	GENCODE.v47vsM1238
ENSG00000289560.3	lncRNA	ENSMUSG00000117893.3	lncRNA	one-to-one	GENCODE.v47vsM1239
ENSG00000259673.7	lncRNA	ENSMUSG00000086539.10	lncRNA	one-to-one	GENCODE.v47vsM1240
ENSG00000253948.5	lncRNA	ENSMUSG00000115453.3	lncRNA	one-to-many	GENCODE.v47vsM1241
ENSG00000259840.2	lncRNA	ENSMUSG00000143876.1	lncRNA	one-to-one	GENCODE.v47vsM1242
ENSG00000301669.1	lncRNA	ENSMUSG00000042579.5	lncRNA	one-to-one	GENCODE.v47vsM1243
ENSG00000305370.1	lncRNA	ENSMUSG00000104686.2	lncRNA	many-to-many	GENCODE.v47vsM1244
ENSG00000300127.1	lncRNA	ENSMUSG00000140116.1	lncRNA	one-to-half	GENCODE.v47vsM1245
ENSG00000305095.1	lncRNA	ENSMUSG00000135694.1	lncRNA	one-to-one	GENCODE.v47vsM1246
ENSG00000260254.1	lncRNA	ENSMUSG00000127835.1	lncRNA	one-to-one	GENCODE.v47vsM1247
ENSG00000258813.3	lncRNA	ENSMUSG00000099708.3	lncRNA	one-to-one	GENCODE.v47vsM1248
ENSG00000261189.4	lncRNA	ENSMUSG00000103789.2	lncRNA	one-to-one	GENCODE.v47vsM1249
ENSG00000289981.2	lncRNA	ENSMUSG00000129865.1	lncRNA	one-to-one	GENCODE.v47vsM1250
ENSG00000228060.4	lncRNA	ENSMUSG00000120655.2	lncRNA	many-to-many	GENCODE.v47vsM1251
ENSG00000237377.3	lncRNA	ENSMUSG00000124360.1	lncRNA	one-to-one	GENCODE.v47vsM1252
ENSG00000300156.1	lncRNA	ENSMUSG00000140913.1	lncRNA	one-to-one	GENCODE.v47vsM1253
ENSG00000289631.2	lncRNA	ENSMUSG00000124288.1	lncRNA	many-to-many	GENCODE.v47vsM1254
ENSG00000213468.8	lncRNA	ENSMUSG00000119984.2	lncRNA	many-to-many	GENCODE.v47vsM1255
ENSG00000307264.1	lncRNA	ENSMUSG00000099360.3	lncRNA	one-to-one	GENCODE.v47vsM1256
ENSG00000258343.3	lncRNA	ENSMUSG00000097407.3	lncRNA	one-to-one	GENCODE.v47vsM1257
ENSG00000297894.1	lncRNA	ENSMUSG00000110924.3	lncRNA	one-to-one	GENCODE.v47vsM1258
ENSG00000256717.2	lncRNA	ENSMUSG00000111669.3	lncRNA	many-to-many	GENCODE.v47vsM1259
ENSG00000223923.3	lncRNA	ENSMUSG00000126782.1	lncRNA	one-to-one	GENCODE.v47vsM1260
ENSG00000237380.8	lncRNA	ENSMUSG00000052371.7	lncRNA	many-to-many	GENCODE.v47vsM1261
ENSG00000307565.1	lncRNA	ENSMUSG00000125298.1	lncRNA	one-to-one	GENCODE.v47vsM1262
ENSG00000189238.7	lncRNA	ENSMUSG00000104175.2	lncRNA	one-to-one	GENCODE.v47vsM1263
ENSG00000197989.16	lncRNA	ENSMUSG00000086290.12	lncRNA	many-to-many	GENCODE.v47vsM1264
ENSG00000296692.1	lncRNA	ENSMUSG00000137567.1	lncRNA	many-to-many	GENCODE.v47vsM1265
ENSG00000227543.6	lncRNA	ENSMUSG00000087295.3	lncRNA	one-to-one	GENCODE.v47vsM1266
ENSG00000283408.3	lncRNA	ENSMUSG00000129812.1	lncRNA	one-to-half	GENCODE.v47vsM1267
ENSG00000301325.1	lncRNA	ENSMUSG00000136920.1	lncRNA	one-to-one	GENCODE.v47vsM1268
ENSG00000224729.7	lncRNA	ENSMUSG00000130143.1	lncRNA	many-to-many	GENCODE.v47vsM1269
ENSG00000229743.7	lncRNA	ENSMUSG00000097063.6	lncRNA	one-to-many	GENCODE.v47vsM1270
ENSG00000289311.3	lncRNA	ENSMUSG00000120573.2	lncRNA	one-to-many	GENCODE.v47vsM1271
ENSG00000229153.8	lncRNA	ENSMUSG00000101268.7	lncRNA	one-to-one	GENCODE.v47vsM1272
ENSG00000310089.1	lncRNA	ENSMUSG00000133237.1	lncRNA	one-to-one	GENCODE.v47vsM1273
ENSG00000299195.1	lncRNA	ENSMUSG00000133021.1	lncRNA	one-to-one	GENCODE.v47vsM1274
ENSG00000263613.2	lncRNA	ENSMUSG00000133881.1	lncRNA	one-to-one	GENCODE.v47vsM1275
ENSG00000230623.9	lncRNA	ENSMUSG00000097229.3	lncRNA	many-to-many	GENCODE.v47vsM1276
ENSG00000259238.1	lncRNA	ENSMUSG00000101555.2	lncRNA	one-to-one	GENCODE.v47vsM1277
ENSG00000232828.2	lncRNA	ENSMUSG00000087193.10	lncRNA	one-to-many	GENCODE.v47vsM1278
ENSG00000301928.1	lncRNA	ENSMUSG00000109088.4	lncRNA	one-to-many	GENCODE.v47vsM1279
ENSG00000293183.1	lncRNA	ENSMUSG00000129526.1	lncRNA	many-to-many	GENCODE.v47vsM1280
ENSG00000282961.1	lncRNA	ENSMUSG00000116299.3	lncRNA	one-to-one	GENCODE.v47vsM1281
ENSG00000254366.8	lncRNA	ENSMUSG00000134974.1	lncRNA	one-to-one	GENCODE.v47vsM1282
ENSG00000290537.2	lncRNA	ENSMUSG00000124544.1	lncRNA	many-to-many	GENCODE.v47vsM1283
ENSG00000295796.1	lncRNA	ENSMUSG00000097421.4	lncRNA	one-to-many	GENCODE.v47vsM1284
ENSG00000254887.3	lncRNA	ENSMUSG00000074274.10	lncRNA	one-to-many	GENCODE.v47vsM1285
ENSG00000304037.1	lncRNA	ENSMUSG00000114715.3	lncRNA	one-to-one	GENCODE.v47vsM1286
ENSG00000253103.3	lncRNA	ENSMUSG00000139622.1	lncRNA	one-to-many	GENCODE.v47vsM1287
ENSG00000307774.1	lncRNA	ENSMUSG00000087678.2	lncRNA	one-to-one	GENCODE.v47vsM1288
ENSG00000258279.5	lncRNA	ENSMUSG00000116114.4	lncRNA	one-to-one	GENCODE.v47vsM1289
ENSG00000305740.1	lncRNA	ENSMUSG00000130780.1	lncRNA	one-to-one	GENCODE.v47vsM1290
ENSG00000300931.1	lncRNA	ENSMUSG00000114270.3	lncRNA	one-to-many	GENCODE.v47vsM1291
ENSG00000224049.1	lncRNA	ENSMUSG00000116290.3	lncRNA	one-to-many	GENCODE.v47vsM1292
ENSG00000286244.2	lncRNA	ENSMUSG00000123509.1	lncRNA	many-to-many	GENCODE.v47vsM1293
ENSG00000308857.1	lncRNA	ENSMUSG00000099472.2	lncRNA	one-to-one	GENCODE.v47vsM1294
ENSG00000239921.7	lncRNA	ENSMUSG00000125259.1	lncRNA	one-to-one	GENCODE.v47vsM1295
ENSG00000257327.2	lncRNA	ENSMUSG00000131659.1	lncRNA	one-to-one	GENCODE.v47vsM1296
ENSG00000270419.3	lncRNA	ENSMUSG00000099384.9	lncRNA	one-to-many	GENCODE.v47vsM1297
ENSG00000297225.1	lncRNA	ENSMUSG00000142257.1	lncRNA	one-to-one	GENCODE.v47vsM1298
ENSG00000289405.3	lncRNA	ENSMUSG00000104116.2	lncRNA	many-to-many	GENCODE.v47vsM1299
ENSG00000233081.2	lncRNA	ENSMUSG00000135971.1	lncRNA	one-to-one	GENCODE.v47vsM1300
ENSG00000300603.1	lncRNA	ENSMUSG00000135787.1	lncRNA	one-to-one	GENCODE.v47vsM1301
ENSG00000229102.2	lncRNA	ENSMUSG00000137746.1	lncRNA	one-to-one	GENCODE.v47vsM1302
ENSG00000288776.2	lncRNA	ENSMUSG00000097910.5	lncRNA	one-to-many	GENCODE.v47vsM1303
ENSG00000251301.9	lncRNA	ENSMUSG00000134828.1	lncRNA	one-to-many	GENCODE.v47vsM1304
ENSG00000304369.1	lncRNA	ENSMUSG00000135305.1	lncRNA	one-to-one	GENCODE.v47vsM1305
ENSG00000304281.1	lncRNA	ENSMUSG00000084880.2	lncRNA	one-to-many	GENCODE.v47vsM1306
ENSG00000267284.3	lncRNA	ENSMUSG00000137149.1	lncRNA	one-to-one	GENCODE.v47vsM1307
ENSG00000283031.2	lncRNA	ENSMUSG00000144158.1	lncRNA	one-to-one	GENCODE.v47vsM1308
ENSG00000301055.1	lncRNA	ENSMUSG00000128187.1	lncRNA	one-to-one	GENCODE.v47vsM1309
ENSG00000291175.2	lncRNA	ENSMUSG00000130830.1	lncRNA	many-to-many	GENCODE.v47vsM1310
ENSG00000197934.9	lncRNA	ENSMUSG00000125172.1	lncRNA	one-to-one	GENCODE.v47vsM1311
ENSG00000299147.1	lncRNA	ENSMUSG00000129805.1	lncRNA	one-to-one	GENCODE.v47vsM1312
ENSG00000203801.9	lncRNA	ENSMUSG00000120201.2	lncRNA	one-to-one	GENCODE.v47vsM1313
ENSG00000177410.14	lncRNA	ENSMUSG00000074578.17	lncRNA	many-to-many	GENCODE.v47vsM1314
ENSG00000266256.4	lncRNA	ENSMUSG00000126788.1	lncRNA	one-to-many	GENCODE.v47vsM1315
ENSG00000293664.1	lncRNA	ENSMUSG00000120972.1	lncRNA	one-to-one	GENCODE.v47vsM1316
ENSG00000294981.1	lncRNA	ENSMUSG00000126069.1	lncRNA	one-to-one	GENCODE.v47vsM1317
ENSG00000232985.2	lncRNA	ENSMUSG00000131899.1	lncRNA	one-to-many	GENCODE.v47vsM1318
ENSG00000303595.1	lncRNA	ENSMUSG00000137496.1	lncRNA	one-to-many	GENCODE.v47vsM1319
ENSG00000250218.2	lncRNA	ENSMUSG00000089781.4	lncRNA	one-to-many	GENCODE.v47vsM1320
ENSG00000242568.2	lncRNA	ENSMUSG00000114818.4	lncRNA	one-to-one	GENCODE.v47vsM1321
ENSG00000255571.10	lncRNA	ENSMUSG00000097023.11	lncRNA	many-to-many	GENCODE.v47vsM1322
ENSG00000213963.7	lncRNA	ENSMUSG00000131531.1	lncRNA	many-to-many	GENCODE.v47vsM1323
ENSG00000254416.7	lncRNA	ENSMUSG00000126979.1	lncRNA	one-to-many	GENCODE.v47vsM1324
ENSG00000301801.1	lncRNA	ENSMUSG00000139778.1	lncRNA	one-to-one	GENCODE.v47vsM1325
ENSG00000248227.2	lncRNA	ENSMUSG00000105730.3	lncRNA	many-to-many	GENCODE.v47vsM1326
ENSG00000304544.1	lncRNA	ENSMUSG00000140834.1	lncRNA	one-to-one	GENCODE.v47vsM1327
ENSG00000225084.2	lncRNA	ENSMUSG00000101295.2	lncRNA	one-to-one	GENCODE.v47vsM1328
ENSG00000310218.1	lncRNA	ENSMUSG00000122061.1	lncRNA	one-to-one	GENCODE.v47vsM1329
ENSG00000279491.2	lncRNA	ENSMUSG00000118008.3	lncRNA	one-to-many	GENCODE.v47vsM1330
ENSG00000293743.1	lncRNA	ENSMUSG00000092536.4	lncRNA	one-to-many	GENCODE.v47vsM1331
ENSG00000236799.1	lncRNA	ENSMUSG00000117655.4	lncRNA	one-to-one	GENCODE.v47vsM1332
ENSG00000226252.1	lncRNA	ENSMUSG00000131397.1	lncRNA	one-to-one	GENCODE.v47vsM1333
ENSG00000232093.2	lncRNA	ENSMUSG00000144191.1	lncRNA	one-to-one	GENCODE.v47vsM1334
ENSG00000244265.3	lncRNA	ENSMUSG00000097725.6	lncRNA	many-to-many	GENCODE.v47vsM1335
ENSG00000272092.1	lncRNA	ENSMUSG00000139525.1	lncRNA	one-to-one	GENCODE.v47vsM1336
ENSG00000305943.1	lncRNA	ENSMUSG00000128254.1	lncRNA	one-to-one	GENCODE.v47vsM1337
ENSG00000236790.8	lncRNA	ENSMUSG00000114033.2	lncRNA	many-to-many	GENCODE.v47vsM1338
ENSG00000287037.2	lncRNA	ENSMUSG00000135043.1	lncRNA	many-to-many	GENCODE.v47vsM1339
ENSG00000303222.1	lncRNA	ENSMUSG00000099860.3	lncRNA	one-to-one	GENCODE.v47vsM1340
ENSG00000285911.2	lncRNA	ENSMUSG00000138389.1	lncRNA	one-to-one	GENCODE.v47vsM1341
ENSG00000297939.1	lncRNA	ENSMUSG00000134426.1	lncRNA	one-to-one	GENCODE.v47vsM1342
ENSG00000285412.2	lncRNA	ENSMUSG00000108060.4	lncRNA	one-to-many	GENCODE.v47vsM1343
ENSG00000176124.16	lncRNA	ENSMUSG00000128712.1	lncRNA	many-to-many	GENCODE.v47vsM1344
ENSG00000305282.1	lncRNA	ENSMUSG00000090925.4	lncRNA	one-to-half	GENCODE.v47vsM1345
ENSG00000248752.4	lncRNA	ENSMUSG00000136465.1	lncRNA	one-to-many	GENCODE.v47vsM1346
ENSG00000228427.6	lncRNA	ENSMUSG00000120504.2	lncRNA	one-to-many	GENCODE.v47vsM1347
ENSG00000269902.1	lncRNA	ENSMUSG00000097497.4	lncRNA	one-to-many	GENCODE.v47vsM1348
ENSG00000295833.1	lncRNA	ENSMUSG00000143381.1	lncRNA	one-to-one	GENCODE.v47vsM1349
ENSG00000289248.2	lncRNA	ENSMUSG00000097673.4	lncRNA	one-to-many	GENCODE.v47vsM1350
ENSG00000293608.1	lncRNA	ENSMUSG00000118067.3	lncRNA	one-to-one	GENCODE.v47vsM1351
ENSG00000294488.1	lncRNA	ENSMUSG00000131729.1	lncRNA	one-to-one	GENCODE.v47vsM1352
ENSG00000272944.1	lncRNA	ENSMUSG00000101849.2	lncRNA	one-to-one	GENCODE.v47vsM1353
ENSG00000239705.3	lncRNA	ENSMUSG00000121211.1	lncRNA	many-to-many	GENCODE.v47vsM1354
ENSG00000301653.1	lncRNA	ENSMUSG00000086496.4	lncRNA	one-to-many	GENCODE.v47vsM1355
ENSG00000300368.1	lncRNA	ENSMUSG00000127470.1	lncRNA	one-to-one	GENCODE.v47vsM1356
ENSG00000302195.1	lncRNA	ENSMUSG00000121818.2	lncRNA	many-to-many	GENCODE.v47vsM1357
ENSG00000276831.2	lncRNA	ENSMUSG00000122630.1	lncRNA	one-to-one	GENCODE.v47vsM1358
ENSG00000289841.1	lncRNA	ENSMUSG00000116075.3	lncRNA	one-to-many	GENCODE.v47vsM1359
ENSG00000286972.1	lncRNA	ENSMUSG00000135442.1	lncRNA	one-to-one	GENCODE.v47vsM1360
ENSG00000295253.1	lncRNA	ENSMUSG00000129752.1	lncRNA	one-to-one	GENCODE.v47vsM1361
ENSG00000256092.5	lncRNA	ENSMUSG00000103864.2	lncRNA	one-to-many	GENCODE.v47vsM1362
ENSG00000248174.9	lncRNA	ENSMUSG00000143243.1	lncRNA	one-to-many	GENCODE.v47vsM1363
ENSG00000301090.1	lncRNA	ENSMUSG00000121357.1	lncRNA	many-to-many	GENCODE.v47vsM1364
ENSG00000279931.1	lncRNA	ENSMUSG00000131568.1	lncRNA	one-to-one	GENCODE.v47vsM1365
ENSG00000215386.16	lncRNA	ENSMUSG00000090386.13	lncRNA	many-to-many	GENCODE.v47vsM1366
ENSG00000257135.9	lncRNA	ENSMUSG00000128261.1	lncRNA	one-to-one	GENCODE.v47vsM1367
ENSG00000248884.3	lncRNA	ENSMUSG00000114590.3	lncRNA	many-to-many	GENCODE.v47vsM1368
ENSG00000286585.4	lncRNA	ENSMUSG00000097724.3	lncRNA	one-to-one	GENCODE.v47vsM1369
ENSG00000259237.3	lncRNA	ENSMUSG00000101526.2	lncRNA	one-to-many	GENCODE.v47vsM1370
ENSG00000248309.10	lncRNA	ENSMUSG00000128764.1	lncRNA	many-to-many	GENCODE.v47vsM1371
ENSG00000255313.3	lncRNA	ENSMUSG00000129117.1	lncRNA	one-to-many	GENCODE.v47vsM1372
ENSG00000303189.1	lncRNA	ENSMUSG00000130352.1	lncRNA	one-to-one	GENCODE.v47vsM1373
ENSG00000259065.4	lncRNA	ENSMUSG00000128297.1	lncRNA	one-to-one	GENCODE.v47vsM1374
ENSG00000197585.10	lncRNA	ENSMUSG00000104287.2	lncRNA	one-to-one	GENCODE.v47vsM1375
ENSG00000267207.2	lncRNA	ENSMUSG00000089902.2	lncRNA	many-to-many	GENCODE.v47vsM1376
ENSG00000307158.1	lncRNA	ENSMUSG00000063714.18	lncRNA	one-to-one	GENCODE.v47vsM1377
ENSG00000304641.1	lncRNA	ENSMUSG00000141110.1	lncRNA	one-to-one	GENCODE.v47vsM1378
ENSG00000272081.2	lncRNA	ENSMUSG00000126856.1	lncRNA	one-to-one	GENCODE.v47vsM1379
ENSG00000231574.8	lncRNA	ENSMUSG00000125870.1	lncRNA	one-to-many	GENCODE.v47vsM1380
ENSG00000304097.1	lncRNA	ENSMUSG00000098684.3	lncRNA	one-to-many	GENCODE.v47vsM1381
ENSG00000308792.1	lncRNA	ENSMUSG00000123472.1	lncRNA	many-to-many	GENCODE.v47vsM1382
ENSG00000243926.4	lncRNA	ENSMUSG00000143217.1	lncRNA	many-to-many	GENCODE.v47vsM1383
ENSG00000299150.1	lncRNA	ENSMUSG00000134091.1	lncRNA	one-to-many	GENCODE.v47vsM1384
ENSG00000307909.1	lncRNA	ENSMUSG00000097877.4	lncRNA	one-to-one	GENCODE.v47vsM1385
ENSG00000273565.3	lncRNA	ENSMUSG00000113488.3	lncRNA	one-to-one	GENCODE.v47vsM1386
ENSG00000306075.1	lncRNA	ENSMUSG00000129028.1	lncRNA	one-to-one	GENCODE.v47vsM1387
ENSG00000234352.10	lncRNA	ENSMUSG00000073154.13	lncRNA	one-to-one	GENCODE.v47vsM1388
ENSG00000280291.1	lncRNA	ENSMUSG00000100005.10	lncRNA	one-to-many	GENCODE.v47vsM1389
ENSG00000265349.1	lncRNA	ENSMUSG00000055134.7	lncRNA	one-to-one	GENCODE.v47vsM1390
ENSG00000244502.3	lncRNA	ENSMUSG00000138684.1	lncRNA	one-to-one	GENCODE.v47vsM1391
ENSG00000299787.1	lncRNA	ENSMUSG00000132836.1	lncRNA	one-to-one	GENCODE.v47vsM1392
ENSG00000301893.1	lncRNA	ENSMUSG00000086188.3	lncRNA	one-to-one	GENCODE.v47vsM1393
ENSG00000303325.1	lncRNA	ENSMUSG00000141175.1	lncRNA	one-to-one	GENCODE.v47vsM1394
ENSG00000255435.8	lncRNA	ENSMUSG00000110750.3	lncRNA	one-to-one	GENCODE.v47vsM1395
ENSG00000260624.3	lncRNA	ENSMUSG00000100487.3	lncRNA	one-to-one	GENCODE.v47vsM1396
ENSG00000299932.1	lncRNA	ENSMUSG00000087170.9	lncRNA	one-to-one	GENCODE.v47vsM1397
ENSG00000291123.2	lncRNA	ENSMUSG00000050936.7	lncRNA	many-to-many	GENCODE.v47vsM1398
ENSG00000235590.10	lncRNA	ENSMUSG00000086537.10	lncRNA	one-to-many	GENCODE.v47vsM1399
ENSG00000287265.2	lncRNA	ENSMUSG00000125533.1	lncRNA	one-to-one	GENCODE.v47vsM1400
ENSG00000287885.2	lncRNA	ENSMUSG00000099664.3	lncRNA	one-to-many	GENCODE.v47vsM1401
ENSG00000308107.1	lncRNA	ENSMUSG00000136006.1	lncRNA	one-to-many	GENCODE.v47vsM1402
ENSG00000308901.1	lncRNA	ENSMUSG00000102785.7	lncRNA	one-to-one	GENCODE.v47vsM1403
ENSG00000268066.6	lncRNA	ENSMUSG00000138314.1	lncRNA	one-to-many	GENCODE.v47vsM1404
ENSG00000175728.5	lncRNA	ENSMUSG00000111867.4	lncRNA	one-to-one	GENCODE.v47vsM1405
ENSG00000279196.1	lncRNA	ENSMUSG00000108402.2	lncRNA	one-to-one	GENCODE.v47vsM1406
ENSG00000287294.2	lncRNA	ENSMUSG00000103710.2	lncRNA	many-to-many	GENCODE.v47vsM1407
ENSG00000305737.1	lncRNA	ENSMUSG00000142203.1	lncRNA	one-to-many	GENCODE.v47vsM1408
ENSG00000254192.1	lncRNA	ENSMUSG00000143471.1	lncRNA	one-to-one	GENCODE.v47vsM1409
ENSG00000307171.1	lncRNA	ENSMUSG00000138785.1	lncRNA	one-to-one	GENCODE.v47vsM1410
ENSG00000228956.10	lncRNA	ENSMUSG00000133430.1	lncRNA	one-to-many	GENCODE.v47vsM1411
ENSG00000309758.1	lncRNA	ENSMUSG00000101224.3	lncRNA	one-to-many	GENCODE.v47vsM1412
ENSG00000283235.3	lncRNA	ENSMUSG00000133063.1	lncRNA	many-to-many	GENCODE.v47vsM1413
ENSG00000229848.1	lncRNA	ENSMUSG00000043644.7	lncRNA	one-to-many	GENCODE.v47vsM1414
ENSG00000294930.1	lncRNA	ENSMUSG00000139393.1	lncRNA	one-to-one	GENCODE.v47vsM1415
ENSG00000275038.2	lncRNA	ENSMUSG00000087501.3	lncRNA	one-to-one	GENCODE.v47vsM1416
ENSG00000304404.1	lncRNA	ENSMUSG00000129285.1	lncRNA	one-to-one	GENCODE.v47vsM1417
ENSG00000260271.5	lncRNA	ENSMUSG00000123583.1	lncRNA	one-to-one	GENCODE.v47vsM1418
ENSG00000234427.2	lncRNA	ENSMUSG00000099672.3	lncRNA	one-to-many	GENCODE.v47vsM1419
ENSG00000289583.2	lncRNA	ENSMUSG00000111933.3	lncRNA	one-to-one	GENCODE.v47vsM1420
ENSG00000266680.1	lncRNA	ENSMUSG00000139019.1	lncRNA	one-to-one	GENCODE.v47vsM1421
ENSG00000286214.1	lncRNA	ENSMUSG00000123602.1	lncRNA	one-to-many	GENCODE.v47vsM1422
ENSG00000234883.8	lncRNA	ENSMUSG00000138952.1	lncRNA	many-to-many	GENCODE.v47vsM1423
ENSG00000223725.7	lncRNA	ENSMUSG00000101895.3	lncRNA	one-to-many	GENCODE.v47vsM1424
ENSG00000249610.1	lncRNA	ENSMUSG00000140148.1	lncRNA	one-to-many	GENCODE.v47vsM1425
ENSG00000276412.3	lncRNA	ENSMUSG00000102297.2	lncRNA	many-to-many	GENCODE.v47vsM1426
ENSG00000295534.1	lncRNA	ENSMUSG00000110110.3	lncRNA	one-to-many	GENCODE.v47vsM1427
ENSG00000304616.1	lncRNA	ENSMUSG00000126638.1	lncRNA	many-to-many	GENCODE.v47vsM1428
ENSG00000269191.1	lncRNA	ENSMUSG00000124604.1	lncRNA	one-to-half	GENCODE.v47vsM1429
ENSG00000261211.3	lncRNA	ENSMUSG00000114791.4	lncRNA	many-to-many	GENCODE.v47vsM1430
ENSG00000304805.1	lncRNA	ENSMUSG00000099315.3	lncRNA	one-to-many	GENCODE.v47vsM1431
ENSG00000295314.1	lncRNA	ENSMUSG00000141895.1	lncRNA	one-to-many	GENCODE.v47vsM1432
ENSG00000290460.2	lncRNA	ENSMUSG00000108030.3	lncRNA	many-to-many	GENCODE.v47vsM1433
ENSG00000286214.1	lncRNA	ENSMUSG00000121179.2	lncRNA	one-to-many	GENCODE.v47vsM1434
ENSG00000285219.5	lncRNA	ENSMUSG00000114512.3	lncRNA	one-to-many	GENCODE.v47vsM1435
ENSG00000306885.1	lncRNA	ENSMUSG00000112006.4	lncRNA	one-to-many	GENCODE.v47vsM1436
ENSG00000299527.1	lncRNA	ENSMUSG00000128549.1	lncRNA	one-to-many	GENCODE.v47vsM1437
ENSG00000253656.2	lncRNA	ENSMUSG00000122272.1	lncRNA	one-to-one	GENCODE.v47vsM1438
ENSG00000218537.1	lncRNA	ENSMUSG00000090023.3	lncRNA	many-to-many	GENCODE.v47vsM1439
ENSG00000258903.3	lncRNA	ENSMUSG00000133838.1	lncRNA	one-to-one	GENCODE.v47vsM1440
ENSG00000242808.13	lncRNA	ENSMUSG00000105265.8	lncRNA	many-to-many	GENCODE.v47vsM1441
ENSG00000310262.1	lncRNA	ENSMUSG00000104686.2	lncRNA	many-to-many	GENCODE.v47vsM1442
ENSG00000233912.2	lncRNA	ENSMUSG00000120580.2	lncRNA	one-to-one	GENCODE.v47vsM1443
ENSG00000295722.1	lncRNA	ENSMUSG00000125922.1	lncRNA	one-to-one	GENCODE.v47vsM1444
ENSG00000254089.3	lncRNA	ENSMUSG00000134693.1	lncRNA	one-to-one	GENCODE.v47vsM1445
ENSG00000231110.2	lncRNA	ENSMUSG00000106013.6	lncRNA	many-to-many	GENCODE.v47vsM1446
ENSG00000279141.5	lncRNA	ENSMUSG00000132879.1	lncRNA	one-to-one	GENCODE.v47vsM1447
ENSG00000251248.2	lncRNA	ENSMUSG00000090732.3	lncRNA	one-to-one	GENCODE.v47vsM1448
ENSG00000225793.6	lncRNA	ENSMUSG00000086918.4	lncRNA	one-to-one	GENCODE.v47vsM1449
ENSG00000295171.1	lncRNA	ENSMUSG00000103900.2	lncRNA	one-to-many	GENCODE.v47vsM1450
ENSG00000286896.3	lncRNA	ENSMUSG00000097885.9	lncRNA	many-to-many	GENCODE.v47vsM1451
ENSG00000302309.1	lncRNA	ENSMUSG00000085870.4	lncRNA	one-to-one	GENCODE.v47vsM1452
ENSG00000236283.6	lncRNA	ENSMUSG00000121160.2	lncRNA	many-to-many	GENCODE.v47vsM1453
ENSG00000265408.1	lncRNA	ENSMUSG00000130039.1	lncRNA	many-to-many	GENCODE.v47vsM1454
ENSG00000231074.12	lncRNA	ENSMUSG00000129100.1	lncRNA	many-to-many	GENCODE.v47vsM1455
ENSG00000241956.12	lncRNA	ENSMUSG00000131589.1	lncRNA	many-to-many	GENCODE.v47vsM1456
